STATE,ST_CASE,VE_FORMS,VEH_NO,PER_NO,STR_VEH,COUNTY,DAY,MONTH,YEAR,HOUR,MINUTE,RUR_URB,FUNC_SYS,HARM_EV,MAN_COLL,SCH_BUS,MAKE,MAK_MOD,BODY_TYP,MOD_YEAR,TOW_VEH,SPEC_USE,EMER_USE,ROLLOVER,IMPACT1,FIRE_EXP,AGE,SEX,PER_TYP,INJ_SEV,SEAT_POS,REST_USE,REST_MIS,AIR_BAG,EJECTION,EJ_PATH,EXTRICAT,DRINKING,ALC_DET,ALC_STATUS,ATST_TYP,ALC_RES,DRUGS,DRUG_DET,DSTATUS,DRUGTST1,DRUGTST2,DRUGTST3,DRUGRES1,DRUGRES2,DRUGRES3,HOSPITAL,DOA,DEATH_DA,DEATH_MO,DEATH_YR,DEATH_HR,DEATH_MN,DEATH_TM,LAG_HRS,LAG_MINS,P_SF1,P_SF2,P_SF3,WORK_INJ,HISPANIC,RACE,LOCATION,FIPS,LATITUDE,LONGITUD,TEMP_F
17,170364,1,0,1,1,119,21,6,2013,2,26,,,9,0,0,,,,,,,,,,,46,1,6,4,0,96,8,97,8,0,0,8,9,2,1,27,8,8,2,1,0,0,1,0,0,5,8,21,6,2013,2,53,253,0,27,0,0,0,0,7,2,2,17119,38.68281944,-90.14826944,73.9
17,170393,1,0,1,1,89,27,6,2013,14,11,,,9,0,0,,,,,,,,,,,50,1,6,4,0,96,8,97,8,0,0,9,9,2,1,0,8,8,2,1,0,0,367,0,0,5,0,27,6,2013,14,52,1452,0,41,0,0,0,0,7,1,11,17089,41.83463611,-88.36957778,88.0
17,170406,1,0,1,1,29,6,7,2013,21,12,,,9,0,0,,,,,,,,,,,16,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,8,8,2,1,0,0,1,0,0,5,0,6,7,2013,21,51,2151,0,39,0,0,0,0,7,1,11,17029,39.4395,-88.20531111,66.9
17,170440,1,0,1,1,31,11,6,2013,15,50,,,9,0,0,,,,,,,,,,,30,1,6,4,0,96,8,97,8,0,0,9,9,0,0,96,8,8,0,0,0,0,0,0,0,5,0,21,6,2013,1,56,156,226,6,0,0,0,0,7,1,1,17031,41.64653056,-87.77701667,82.0
17,170473,1,0,1,1,41,3,8,2013,10,45,,,9,0,0,,,,,,,,,,,41,1,6,4,0,96,8,97,8,0,0,9,9,2,1,0,8,8,2,1,0,0,1,0,0,0,7,3,8,2013,10,57,1057,0,12,0,0,0,0,7,1,11,17041,39.73693333,-88.30143333,77.0
17,170499,1,0,1,1,201,21,8,2013,15,31,,,9,0,0,,,,,,,,,,,71,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,8,8,2,1,0,0,1,0,0,5,0,22,8,2013,11,15,1115,19,44,0,0,0,0,7,1,11,17201,42.27705,-89.13319444,90.0
17,170501,1,0,1,1,51,23,8,2013,5,35,,,9,0,0,,,,,,,,,,,15,1,6,4,0,96,8,97,8,0,0,9,9,2,1,0,8,8,2,1,0,0,1,0,0,0,7,23,8,2013,6,22,622,0,47,0,0,0,0,7,1,11,17051,38.86800556,-88.82042222,71.6
17,170563,1,0,1,1,201,10,9,2013,22,8,,,9,0,0,,,,,,,,,,,52,1,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,0,0,1,0,0,5,0,11,9,2013,11,11,1111,13,3,0,0,0,0,7,1,11,17201,42.20913056,-89.0721,78.1
17,170626,1,0,1,1,163,11,7,2013,12,33,,,9,0,0,,,,,,,,,,,9,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,8,8,2,1,0,0,1,0,0,5,8,13,7,2013,22,19,2219,57,46,0,0,0,0,7,1,11,17163,38.55488889,-90.12536944,82.0
17,170631,1,0,1,1,163,10,7,2013,8,58,,,9,0,0,,,,,,,,,,,62,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,8,10,7,2013,9,31,931,0,33,0,0,0,0,7,2,11,17163,38.581425,-89.98478889,75.9
17,170657,1,0,1,1,31,29,7,2013,13,29,,,9,0,0,,,,,,,,,,,4,1,6,4,0,96,8,97,8,0,0,9,9,0,0,96,8,8,0,0,0,0,0,0,0,5,8,29,7,2013,13,44,1344,0,15,0,0,0,0,1,1,11,17031,42.02248056,-87.95513889,73.0
17,170731,1,0,1,1,91,30,8,2013,17,14,,,9,0,0,,,,,,,,,,,59,1,6,4,0,96,8,97,8,0,0,1,1,2,1,19,0,1,2,1,0,0,1,0,0,5,8,30,8,2013,17,42,1742,0,28,0,0,0,0,7,1,11,17091,41.15963333,-87.66427222,91.8
17,170793,1,0,1,1,31,6,12,2013,23,45,,,9,0,0,,,,,,,,,,,28,1,6,4,0,96,8,97,8,0,0,9,9,2,1,0,8,8,2,1,0,0,1,0,0,5,0,7,12,2013,12,38,1238,12,53,0,0,0,0,1,1,11,17031,41.86343611,-87.68977222,14.0
17,170808,1,0,1,1,161,5,12,2013,17,9,,,9,0,0,,,,,,,,,,,51,1,6,4,0,96,8,97,8,0,0,1,9,2,1,36,8,8,2,1,0,0,1,0,0,5,0,6,12,2013,0,28,28,7,19,0,0,0,0,7,1,3,17161,41.47798056,-90.5071,19.0
17,170849,1,0,1,1,43,25,9,2013,7,24,,,9,0,0,,,,,,,,,,,56,2,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,8,0,0,0,0,0,0,0,5,8,25,9,2013,10,49,1049,3,25,0,0,0,0,7,68,1,17043,41.80068333,-88.12628056,52.0
17,170865,1,0,1,1,31,22,7,2013,14,15,,,9,0,0,,,,,,,,,,,33,1,6,4,0,96,8,97,8,0,0,9,9,0,0,96,8,8,0,0,0,0,0,0,0,5,0,24,7,2013,2,0,200,35,45,0,0,0,0,1,1,3,17031,41.94587222,-87.76675,86.0
17,170867,1,0,1,1,31,24,10,2013,19,56,,,9,0,0,,,,,,,,,,,91,1,6,4,0,96,8,97,8,0,0,0,5,0,0,96,8,8,0,0,0,0,0,0,0,5,8,24,10,2013,21,59,2159,2,3,0,0,0,0,7,1,11,17031,41.87986111,-87.78813056,39.9
18,180048,1,0,1,1,71,29,1,2013,13,30,,,9,0,0,,,,,,,,,,,48,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,1,0,0,998,0,0,0,7,29,1,2013,99,99,9999,999,99,0,0,0,0,99,99,13,18071,38.99456111,-85.834825,59.0
18,180221,1,0,1,1,97,4,5,2013,21,42,,,9,0,0,,,,,,,,,,,52,1,6,4,0,96,8,97,8,0,0,8,9,0,0,96,8,8,0,0,0,0,0,0,0,5,0,5,5,2013,0,47,47,3,5,0,0,0,0,7,2,11,18097,39.73609444,-86.08272778,55.9
18,180244,1,0,1,1,157,14,5,2013,19,21,,,9,0,0,,,,,,,,,,,62,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,0,0,0,0,0,0,0,5,0,19,5,2013,99,99,9999,999,99,0,0,0,0,99,99,11,18157,40.47749167,-86.86870833,81.0
18,180285,1,0,1,1,39,19,6,2013,4,40,,,9,0,0,,,,,,,,,,,26,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,5,0,21,6,2013,99,99,9999,999,99,0,0,0,0,99,99,11,18039,41.53766389,-85.69111389,54.0
18,180288,1,0,1,1,141,22,6,2013,5,31,,,9,0,0,,,,,,,,,,,54,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,0,7,22,6,2013,5,31,531,0,0,0,0,0,0,99,99,11,18141,41.67719444,-86.09346667,
18,180343,1,0,1,1,39,24,7,2013,4,41,,,9,0,0,,,,,,,,,,,64,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,0,7,24,7,2013,4,41,441,0,0,0,0,0,0,99,99,20,18039,41.65409722,-85.69583333,54.0
18,180377,1,0,1,1,65,5,8,2013,13,15,,,9,0,0,,,,,,,,,,,58,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,0,7,5,8,2013,13,15,1315,0,0,0,0,0,0,7,1,11,18065,39.80493611,-85.40441389,
18,180388,1,0,1,1,45,20,7,2013,8,28,,,9,0,0,,,,,,,,,,,55,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,1,0,20,7,2013,9,22,922,0,54,0,0,0,0,7,1,11,18045,40.19676944,-87.14806667,75.2
18,180427,1,0,1,1,163,31,8,2013,10,29,,,9,0,0,,,,,,,,,,,56,2,6,4,0,96,8,97,8,0,0,1,9,2,98,4,8,8,0,0,0,0,0,0,0,0,7,31,8,2013,10,30,1030,0,1,0,0,0,0,7,1,3,18163,38.15275278,-87.59668056,91.0
18,180430,1,0,1,1,89,1,9,2013,12,25,,,9,0,0,,,,,,,,,,,13,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,5,0,1,9,2013,99,99,9999,999,99,0,0,0,0,99,99,3,18089,41.58452778,-87.50891944,77.7
18,180460,1,0,1,1,39,5,9,2013,18,24,,,9,0,0,,,,,,,,,,,68,1,6,4,0,96,8,97,8,0,0,8,9,0,0,96,8,8,0,0,0,0,0,0,0,5,0,10,9,2013,13,30,1330,115,6,0,0,0,0,7,1,3,18039,41.61377778,-85.79135278,75.0
18,180494,1,0,1,1,87,21,8,2013,15,35,,,9,0,0,,,,,,,,,,,7,1,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,1,0,22,8,2013,22,27,2227,30,52,0,0,0,0,7,1,11,18087,41.54647778,-85.50075556,86.0
18,180567,1,0,1,1,163,26,10,2013,21,18,,,9,0,0,,,,,,,,,,,18,1,6,4,0,96,8,97,8,0,0,0,9,2,98,0,8,8,0,0,0,0,0,0,0,5,0,27,10,2013,2,52,252,5,34,0,0,0,0,7,1,11,18163,38.03235278,-87.59895833,48.0
18,180708,1,0,1,1,143,18,12,2013,7,50,,,9,0,0,,,,,,,,,,,52,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,18,12,2013,8,44,844,0,54,0,0,0,0,7,1,11,18143,38.74674167,-85.80712778,
19,190122,1,0,1,1,173,22,6,2013,9,15,,,9,0,0,,,,,,,,,,,58,1,6,4,0,96,8,97,8,0,0,8,9,0,0,96,8,8,0,0,0,0,0,0,0,0,7,22,6,2013,9,15,915,0,0,0,0,0,0,7,1,1,19173,40.88495556,-94.51916111,80.6
19,190127,1,0,1,1,15,24,6,2013,6,58,,,9,0,0,,,,,,,,,,,59,1,6,4,0,96,8,97,8,0,0,8,9,0,0,96,0,8,0,0,0,0,0,0,0,0,7,24,6,2013,6,58,658,0,0,0,0,0,0,7,1,13,19015,42.08578056,-93.87381389,68.9
19,190211,1,0,1,1,41,27,9,2013,9,59,,,9,0,0,,,,,,,,,,,19,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,3,10,2013,12,17,1217,146,18,0,0,0,0,7,1,2,19041,43.14566111,-95.14644444,68.0
20,200114,1,0,1,1,169,31,5,2013,8,27,,,9,0,0,,,,,,,,,,,49,2,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,0,0,1,0,0,5,0,31,5,2013,9,20,920,0,53,0,0,0,0,7,1,11,20169,38.82714167,-97.67919444,66.2
20,200151,1,0,1,1,177,7,7,2013,21,57,,,9,0,0,,,,,,,,,,,61,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,10,7,2013,18,36,1836,68,39,0,0,0,0,7,1,11,20177,39.08725556,-95.67313056,84.9
20,200154,1,0,1,1,209,9,7,2013,14,5,,,9,0,0,,,,,,,,,,,33,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,8,0,0,1,0,0,5,0,9,7,2013,16,27,1627,2,22,83,77,0,0,7,1,3,20209,39.07145556,-94.64197222,98.1
20,200164,1,0,1,1,45,21,7,2013,20,13,,,9,0,0,,,,,,,,,,,29,2,6,4,0,96,8,97,8,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,0,7,21,7,2013,20,26,2026,0,13,0,0,0,0,7,1,1,20045,38.93586944,-95.30702222,78.1
20,200266,1,0,1,1,111,24,10,2013,22,4,,,9,0,0,,,,,,,,,,,51,1,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,0,0,1,0,0,0,7,24,10,2013,99,99,9999,999,99,0,0,0,0,7,1,11,20111,38.41232778,-96.247875,37.9
20,200305,1,0,1,1,209,29,11,2013,99,99,,,9,0,0,,,,,,,,,,,40,1,6,4,0,96,8,97,8,0,0,8,9,2,1,13,8,8,2,1,0,0,1,0,0,0,7,29,11,2013,99,99,9999,999,99,0,0,0,0,1,98,20,20209,39.09587222,-94.64926111,
21,210124,1,0,1,1,67,8,4,2013,17,34,,,9,0,0,,,,,,,,,,,61,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,3,0,0,1,0,0,0,7,8,4,2013,17,34,1734,0,0,0,0,0,0,7,1,3,21067,38.14846389,-84.54147778,72.0
21,210428,1,0,1,1,111,25,9,2013,0,20,,,9,0,0,,,,,,,,,,,57,1,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,3,0,0,1,0,0,0,7,25,9,2013,0,33,33,0,13,0,0,0,0,7,1,11,21111,38.08976667,-85.66836667,69.1
21,210470,1,0,1,1,145,1,10,2013,13,35,,,9,0,0,,,,,,,,,,,61,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,7,10,2013,3,3,303,133,28,0,0,0,0,7,1,3,21145,37.07143889,-88.62282222,73.9
22,220021,1,0,1,1,115,29,1,2013,21,32,,,9,0,0,,,,,,,,,,,31,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,0,0,0,0,0,0,0,5,0,29,1,2013,23,22,2322,1,50,0,0,0,9,99,1,11,22115,31.17505,-93.25398056,71.6
22,220041,1,0,1,1,103,21,1,2013,17,0,,,9,0,0,,,,,,,,,,,16,1,6,4,0,96,8,97,8,0,0,9,9,2,7,97,9,8,2,7,0,0,997,0,0,5,0,22,1,2013,0,42,42,7,42,0,0,0,0,99,1,3,22103,30.48011944,-90.05771111,55.0
22,220042,1,0,1,1,109,24,1,2013,18,5,,,9,0,0,,,,,,,,,,,51,1,6,4,0,96,8,97,8,0,0,0,9,2,1,97,0,8,2,1,0,0,997,0,0,5,0,99,99,2013,99,99,9999,999,99,0,0,0,9,7,2,11,22109,29.59776111,-90.70403889,62.2
22,220126,2,0,1,1,17,1,3,2013,21,15,,,9,0,0,,,,,,,,,,,46,1,6,4,0,96,8,97,8,0,0,1,9,2,2,31,0,8,0,0,0,0,0,0,0,0,7,1,3,2013,21,15,2115,0,0,0,0,0,0,7,2,3,22017,32.3335,-93.8294,42.1
22,220167,1,0,1,1,57,26,4,2013,20,10,,,9,0,0,,,,,,,,,,,17,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,1,0,0,997,0,0,0,7,26,4,2013,20,10,2010,0,0,0,0,0,9,99,1,11,22057,29.73508056,-90.61728056,69.6
22,220319,1,0,1,1,87,20,5,2013,13,25,,,9,0,0,,,,,,,,,,,17,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,1,8,2,1,0,0,605,0,0,5,0,20,5,2013,21,6,2106,7,41,65,0,0,0,99,1,3,22087,29.92116111,-89.90545,88.0
22,220502,1,0,1,1,73,29,10,2013,15,32,,,9,0,0,,,,,,,,,,,12,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,0,7,29,10,2013,99,99,9999,999,99,0,0,0,0,7,1,11,22073,32.50873889,-92.08526944,79.0
22,220505,1,0,1,1,9,24,9,2013,20,20,,,9,0,0,,,,,,,,,,,53,1,6,4,0,96,8,97,8,0,0,9,9,2,1,97,9,8,2,1,0,0,997,0,0,0,7,24,9,2013,20,20,2020,0,0,0,0,0,0,7,2,11,22009,31.07438056,-92.10151111,73.4
22,220534,1,0,1,1,51,12,11,2013,21,15,,,9,0,0,,,,,,,,,,,49,1,6,4,0,96,8,97,8,0,0,9,9,2,1,97,9,8,2,1,0,0,997,0,0,5,0,12,11,2013,21,48,2148,0,33,0,0,0,0,7,2,11,22051,29.89336944,-90.12461944,48.2
22,220581,1,0,1,1,89,2,12,2013,19,45,,,9,0,0,,,,,,,,,,,50,1,6,4,0,96,8,97,8,0,0,9,9,2,1,35,9,8,2,1,0,0,997,0,0,0,7,2,12,2013,20,9,2009,0,24,0,0,0,0,7,1,11,22089,29.91443056,-90.34226111,64.9
22,220606,1,0,1,1,17,26,4,2013,19,13,,,9,0,0,,,,,,,,,,,71,1,6,4,0,96,8,97,8,0,0,8,9,9,99,99,8,8,9,9,0,0,999,0,0,5,0,26,4,2013,19,35,1935,0,22,0,0,0,0,7,2,13,22017,32.48931944,-93.75461111,70.0
22,220629,1,0,1,1,103,29,12,2013,14,57,,,9,0,0,,,,,,,,,,,58,1,6,4,0,96,8,97,8,0,0,9,9,2,1,0,9,8,2,1,0,0,997,0,0,5,0,29,12,2013,99,99,9999,999,99,0,0,0,0,99,1,11,22103,30.42621944,-90.11338889,60.8
22,220658,1,0,1,1,71,8,7,2013,16,15,,,9,0,0,,,,,,,,,,,54,1,6,4,0,96,8,97,8,0,0,1,5,0,0,96,8,8,0,0,0,0,0,0,0,5,0,1,8,2013,99,99,9999,999,99,0,0,0,0,7,2,3,22071,29.95673889,-90.11971944,81.0
22,220659,1,0,1,1,71,22,6,2013,22,30,,,9,0,0,,,,,,,,,,,49,1,6,4,0,96,8,97,8,0,0,9,9,0,0,96,9,8,0,0,0,0,0,0,0,5,0,24,6,2013,99,99,9999,999,99,0,0,0,0,7,2,11,22071,29.96998056,-90.10923889,81.0
23,230047,1,0,1,1,17,14,6,2013,8,45,,,9,0,0,,,,,,,,,,,23,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,8,8,0,0,0,0,0,0,0,0,7,14,6,2013,8,45,845,0,0,0,0,0,0,7,1,20,23017,44.48477778,-70.72574167,53.6
23,230067,1,0,1,1,31,2,8,2013,17,56,,,9,0,0,,,,,,,,,,,52,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,8,8,0,0,0,0,0,0,0,5,0,7,8,2013,12,45,1245,114,49,0,0,0,0,7,2,23,23031,43.48540278,-70.46990556,80.6
23,230087,1,0,1,1,11,30,8,2013,21,15,,,9,0,0,,,,,,,,,,,20,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,8,8,0,0,0,0,0,0,0,5,0,7,9,2013,19,40,1940,190,25,0,0,0,0,7,1,9,23011,44.32368333,-69.774725,66.9
23,230094,1,0,1,1,19,29,9,2013,10,39,,,9,0,0,,,,,,,,,,,27,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,8,8,0,0,0,0,0,0,0,0,7,29,9,2013,10,39,1039,0,0,0,0,0,0,7,1,11,23019,44.99474167,-69.05950833,64.9
24,240056,1,0,1,1,31,10,3,2013,21,8,,,9,0,0,,,,,,,,,,,23,1,6,4,0,96,8,97,8,0,0,9,9,8,95,95,9,8,8,6,0,0,95,0,0,5,0,10,3,2013,99,99,9999,999,99,0,0,0,0,99,99,3,24031,38.99166389,-77.02398611,51.1
24,240185,1,0,1,1,21,2,6,2013,17,21,,,9,0,0,,,,,,,,,,,26,1,6,4,0,96,8,97,8,0,0,9,9,8,95,95,9,8,8,6,0,0,95,0,0,5,0,2,6,2013,99,99,9999,999,99,0,0,0,0,99,99,11,24021,39.41859444,-77.45093889,73.4
24,240213,1,0,1,1,3,17,7,2013,15,5,,,9,0,0,,,,,,,,,,,57,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,7,2,1,0,0,1,0,0,5,0,17,7,2013,15,36,1536,0,31,0,0,0,0,7,1,2,24003,39.08823333,-76.54956111,90.0
24,240242,1,0,1,1,3,21,8,2013,17,23,,,9,0,0,,,,,,,,,,,50,2,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,7,2,1,0,0,1,0,0,5,0,21,8,2013,17,48,1748,0,25,0,0,0,0,7,1,11,24003,38.93757222,-76.60132778,81.0
24,240282,1,0,1,1,29,21,9,2013,11,39,,,9,0,0,,,,,,,,,,,50,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,2,0,0,1,0,0,5,0,21,9,2013,13,0,1300,1,21,0,0,0,0,7,1,11,24029,39.16166389,-76.11111389,73.4
24,240307,1,0,1,1,33,3,10,2013,17,34,,,9,0,0,,,,,,,,,,,58,1,6,4,0,96,8,97,8,0,0,0,9,8,95,95,0,8,8,6,0,0,95,0,0,5,0,3,10,2013,19,5,1905,1,31,0,0,0,0,7,2,11,24033,38.81458889,-76.77750278,79.3
25,250064,1,0,1,1,15,26,5,2013,16,15,,,9,0,0,,,,,,,,,,,22,2,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,1,1,900,996,348,5,0,26,5,2013,16,58,1658,0,43,0,0,0,0,7,1,1,25015,42.37304167,-72.51336111,55.4
25,250084,1,0,1,1,13,13,1,2013,11,58,,,9,0,0,,,,,,,,,,,60,1,6,4,0,96,8,97,8,0,0,8,9,9,99,99,8,8,9,9,0,0,999,0,0,5,0,13,1,2013,12,45,1245,0,47,60,0,0,0,7,1,98,25013,42.12976667,-72.79558611,41.0
25,250098,1,0,1,1,25,19,5,2013,15,30,,,9,0,0,,,,,,,,,,,36,2,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,0,0,1,0,0,0,7,19,5,2013,15,30,1530,0,0,82,0,0,0,7,5,9,25025,42.34993333,-71.09286111,54.0
25,250123,1,0,1,1,13,20,5,2013,15,30,,,9,0,0,,,,,,,,,,,7,1,6,4,0,96,8,97,8,0,0,0,9,9,99,99,8,8,9,9,0,0,999,0,0,0,7,20,5,2013,15,30,1530,0,0,82,0,0,0,99,99,3,25013,42.13422222,-72.74630278,84.0
25,250135,1,0,1,1,1,17,8,2013,12,37,,,9,0,0,,,,,,,,,,,16,1,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,1,1,695,600,605,5,0,18,8,2013,7,49,749,19,12,0,0,0,0,7,1,98,25001,41.93486944,-70.02051667,69.8
25,250271,1,0,1,1,23,11,10,2013,19,0,,,9,0,0,,,,,,,,,,,58,1,6,4,0,96,8,97,8,0,0,8,9,2,1,0,8,8,2,1,1,1,189,600,605,0,7,11,10,2013,19,10,1910,0,10,0,0,0,0,7,1,11,25023,41.86817222,-70.90981667,54.0
26,260026,1,0,1,1,49,24,1,2013,3,50,,,9,0,0,,,,,,,,,,,62,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,24,1,2013,4,21,421,0,31,0,0,0,0,7,1,11,26049,43.03136389,-83.77950278,8.6
26,260194,1,0,1,1,87,29,4,2013,16,23,,,9,0,0,,,,,,,,,,,38,2,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,1,0,0,1,0,0,0,7,29,4,2013,16,25,1625,0,2,0,0,0,0,7,1,11,26087,42.94643889,-83.10655833,65.7
26,260195,1,0,1,1,139,29,4,2013,21,28,,,9,0,0,,,,,,,,,,,65,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,0,7,29,4,2013,21,28,2128,0,0,0,0,0,0,7,1,13,26139,42.78315833,-86.08083333,64.0
26,260232,1,0,1,1,139,5,5,2013,15,24,,,9,0,0,,,,,,,,,,,55,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,1,0,0,1,0,0,0,7,5,5,2013,15,48,1548,0,24,0,0,0,9,99,99,11,26139,43.07824444,-85.84765278,77.0
26,260288,1,0,1,1,139,13,6,2013,18,58,,,9,0,0,,,,,,,,,,,51,2,6,4,0,96,8,97,8,0,0,0,9,2,98,0,0,8,2,7,0,0,1,0,0,4,0,13,6,2013,22,55,2255,3,57,0,0,0,0,7,1,1,26139,42.82684722,-86.03893889,66.9
26,260307,1,0,1,1,65,13,5,2013,23,25,,,9,0,0,,,,,,,,,,,69,1,6,4,0,96,8,97,8,0,0,1,1,2,1,21,0,8,8,6,0,0,95,0,0,5,0,14,5,2013,0,47,47,1,22,0,0,0,0,7,1,11,26065,42.73356111,-84.53743611,46.0
26,260323,1,0,1,1,77,29,6,2013,10,40,,,9,0,0,,,,,,,,,,,82,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,0,0,0,0,0,0,0,5,0,29,6,2013,12,0,1200,1,20,0,0,0,0,7,1,11,26077,42.32595278,-85.51638056,73.0
26,260342,1,0,1,1,55,5,7,2013,1,54,,,9,0,0,,,,,,,,,,,29,2,6,4,0,96,8,97,8,0,0,0,9,2,98,12,0,8,0,0,0,0,0,0,0,5,0,5,7,2013,6,24,624,4,30,0,0,0,0,7,1,11,26055,44.76179444,-85.60963611,66.0
26,260345,1,0,1,1,47,4,7,2013,13,46,,,9,0,0,,,,,,,,,,,58,1,6,4,0,96,8,97,8,0,0,0,9,2,98,0,0,8,0,0,0,0,0,0,0,5,0,4,7,2013,18,47,1847,5,1,0,0,0,0,7,1,11,26047,45.42319722,-84.82816111,69.1
26,260463,1,0,1,1,21,12,8,2013,17,5,,,9,0,0,,,,,,,,,,,46,1,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,1,0,0,1,0,0,0,7,12,8,2013,17,25,1725,0,20,0,0,0,0,7,1,11,26021,41.85300556,-86.60976667,71.6
26,260472,1,0,1,1,81,29,8,2013,18,18,,,9,0,0,,,,,,,,,,,19,1,6,4,0,96,8,97,8,0,0,1,1,2,1,13,0,8,0,0,0,0,0,0,0,5,0,30,8,2013,12,40,1240,18,22,0,0,0,0,7,3,3,26081,42.94533056,-85.65903333,84.9
26,260497,1,0,1,1,163,4,9,2013,20,55,,,9,0,0,,,,,,,,,,,47,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,4,9,2013,21,17,2117,0,22,0,0,0,0,7,2,11,26163,42.40188056,-83.18607222,75.9
26,260504,1,0,1,1,37,31,8,2013,12,53,,,9,0,0,,,,,,,,,,,7,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,0,7,31,8,2013,13,10,1310,0,17,0,0,0,0,7,97,11,26037,42.98619722,-84.47824444,73.8
26,260518,1,0,1,1,115,12,9,2013,7,46,,,9,0,0,,,,,,,,,,,57,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,14,9,2013,17,40,1740,57,54,0,0,0,0,7,1,1,26115,41.95915556,-83.67046111,71.6
26,260546,1,0,1,1,163,24,9,2013,19,7,,,9,0,0,,,,,,,,,,,8,1,6,4,0,96,8,97,8,0,0,0,9,0,0,96,0,8,0,0,0,0,0,0,0,5,0,24,9,2013,19,37,1937,0,30,0,0,0,0,7,2,11,26163,42.36515833,-83.20976667,60.1
26,260578,1,0,1,1,5,14,6,2013,10,21,,,9,0,0,,,,,,,,,,,51,2,6,4,0,96,8,97,8,0,0,0,9,2,1,0,0,8,2,7,0,0,1,0,0,5,0,14,6,2013,11,15,1115,0,54,0,0,0,0,7,1,11,26005,42.63843889,-85.71018611,66.9
26,260597,1,0,1,1,163,20,9,2013,20,53,,,9,0,0,,,,,,,,,,,52,2,6,4,0,96,8,97,8,0,0,9,9,0,0,96,9,8,0,0,0,0,0,0,0,5,0,20,9,2013,21,34,2134,0,41,0,0,0,0,7,1,11,26163,42.24955278,-83.17469444,69.1
