state,vmt,year,month,file
Hawaii,71.0,2015,9,16septvt.xls
Idaho,537.0,2015,9,16septvt.xls
Montana,566.0,2015,9,16septvt.xls
Nevada,336.0,2015,9,16septvt.xls
New Mexico,807.0,2015,9,16septvt.xls
Oregon,878.0,2015,9,16septvt.xls
Utah,502.0,2015,9,16septvt.xls
Washington,1051.0,2015,9,16septvt.xls
Wyoming,459.0,2015,9,16septvt.xls
Connecticut,147.0,2009,2,10febtvt.xls
Maine,417.0,2009,2,10febtvt.xls
Massachusetts,196.0,2009,2,10febtvt.xls
New Hampshire,257.0,2009,2,10febtvt.xls
New Jersey,308.0,2009,2,10febtvt.xls
New York,978.0,2009,2,10febtvt.xls
Pennsylvania,1658.0,2009,2,10febtvt.xls
Rhode Island,46.0,2009,2,10febtvt.xls
Vermont,208.0,2009,2,10febtvt.xls
South Atlantic,,2009,2,10febtvt.xls
Delaware,100.0,2009,2,10febtvt.xls
District of Columbia,0.0,2009,2,10febtvt.xls
Florida,1940.0,2009,2,10febtvt.xls
Georgia,1802.0,2009,2,10febtvt.xls
Maryland,601.0,2009,2,10febtvt.xls
North Carolina,1452.0,2009,2,10febtvt.xls
South Carolina,1153.0,2009,2,10febtvt.xls
Virginia,1484.0,2009,2,10febtvt.xls
West Virginia,435.0,2009,2,10febtvt.xls
North Central,,2009,2,10febtvt.xls
Illinois,1286.0,2009,2,10febtvt.xls
Indiana,1078.0,2009,2,10febtvt.xls
Iowa,871.0,2009,2,10febtvt.xls
Kansas,708.0,2009,2,10febtvt.xls
Michigan,1309.0,2009,2,10febtvt.xls
Minnesota,1103.0,2009,2,10febtvt.xls
Missouri,1071.0,2009,2,10febtvt.xls
Nebraska,527.0,2009,2,10febtvt.xls
North Dakota,252.0,2009,2,10febtvt.xls
Ohio,1347.0,2009,2,10febtvt.xls
South Dakota,317.0,2009,2,10febtvt.xls
Wisconsin,1218.0,2009,2,10febtvt.xls
Alabama,1185.0,2009,2,10febtvt.xls
Arkansas,895.0,2009,2,10febtvt.xls
Kentucky,1138.0,2009,2,10febtvt.xls
Louisiana,775.0,2009,2,10febtvt.xls
Mississippi,1078.0,2009,2,10febtvt.xls
Oklahoma,923.0,2009,2,10febtvt.xls
Tennessee,1335.0,2009,2,10febtvt.xls
Texas,3715.0,2009,2,10febtvt.xls
Alaska,78.0,2009,2,10febtvt.xls
Arizona,971.0,2009,2,10febtvt.xls
California,2856.0,2009,2,10febtvt.xls
Colorado,790.0,2009,2,10febtvt.xls
Hawaii,102.0,2009,2,10febtvt.xls
Idaho,363.0,2009,2,10febtvt.xls
Montana,354.0,2009,2,10febtvt.xls
Nevada,249.0,2009,2,10febtvt.xls
New Mexico,684.0,2009,2,10febtvt.xls
Oregon,707.0,2009,2,10febtvt.xls
Utah,373.0,2009,2,10febtvt.xls
Washington,692.0,2009,2,10febtvt.xls
Wyoming,302.0,2009,2,10febtvt.xls
Connecticut,186.0,2012,6,13juntvt.xls
Maine,531.0,2012,6,13juntvt.xls
Massachusetts,222.0,2012,6,13juntvt.xls
New Hampshire,325.0,2012,6,13juntvt.xls
New Jersey,331.0,2012,6,13juntvt.xls
New York,1352.0,2012,6,13juntvt.xls
Pennsylvania,2060.0,2012,6,13juntvt.xls
Rhode Island,55.0,2012,6,13juntvt.xls
Vermont,253.0,2012,6,13juntvt.xls
South Atlantic,,2012,6,13juntvt.xls
Delaware,249.0,2012,6,13juntvt.xls
District of Columbia,0.0,2012,6,13juntvt.xls
Florida,1909.0,2012,6,13juntvt.xls
Georgia,1764.0,2012,6,13juntvt.xls
Maryland,849.0,2012,6,13juntvt.xls
North Carolina,1699.0,2012,6,13juntvt.xls
South Carolina,1427.0,2012,6,13juntvt.xls
Virginia,1866.0,2012,6,13juntvt.xls
West Virginia,527.0,2012,6,13juntvt.xls
North Central,,2012,6,13juntvt.xls
Illinois,1809.0,2012,6,13juntvt.xls
Indiana,1382.0,2012,6,13juntvt.xls
Iowa,1223.0,2012,6,13juntvt.xls
Kansas,894.0,2012,6,13juntvt.xls
Michigan,1681.0,2012,6,13juntvt.xls
Minnesota,1500.0,2012,6,13juntvt.xls
Missouri,1606.0,2012,6,13juntvt.xls
Nebraska,748.0,2012,6,13juntvt.xls
North Dakota,452.0,2012,6,13juntvt.xls
Ohio,1810.0,2012,6,13juntvt.xls
South Dakota,471.0,2012,6,13juntvt.xls
Wisconsin,1717.0,2012,6,13juntvt.xls
Alabama,1544.0,2012,6,13juntvt.xls
Arkansas,1083.0,2012,6,13juntvt.xls
Kentucky,1681.0,2012,6,13juntvt.xls
Louisiana,1068.0,2012,6,13juntvt.xls
Mississippi,1093.0,2012,6,13juntvt.xls
Oklahoma,1165.0,2012,6,13juntvt.xls
Tennessee,1739.0,2012,6,13juntvt.xls
Texas,4318.0,2012,6,13juntvt.xls
Alaska,136.0,2012,6,13juntvt.xls
Arizona,1085.0,2012,6,13juntvt.xls
California,3516.0,2012,6,13juntvt.xls
Colorado,952.0,2012,6,13juntvt.xls
Hawaii,105.0,2012,6,13juntvt.xls
Idaho,493.0,2012,6,13juntvt.xls
Montana,602.0,2012,6,13juntvt.xls
Nevada,374.0,2012,6,13juntvt.xls
New Mexico,746.0,2012,6,13juntvt.xls
Oregon,965.0,2012,6,13juntvt.xls
Utah,524.0,2012,6,13juntvt.xls
Washington,973.0,2012,6,13juntvt.xls
Wyoming,450.0,2012,6,13juntvt.xls
Connecticut,127.0,2015,3,16martvt.xls
Maine,474.0,2015,3,16martvt.xls
Massachusetts,120.0,2015,3,16martvt.xls
New Hampshire,256.0,2015,3,16martvt.xls
New Jersey,249.0,2015,3,16martvt.xls
New York,1121.0,2015,3,16martvt.xls
Pennsylvania,1864.0,2015,3,16martvt.xls
Rhode Island,42.0,2015,3,16martvt.xls
Vermont,219.0,2015,3,16martvt.xls
South Atlantic,,2015,3,16martvt.xls
Delaware,113.0,2015,3,16martvt.xls
District of Columbia,0.0,2015,3,16martvt.xls
Florida,2127.0,2015,3,16martvt.xls
Georgia,1560.0,2015,3,16martvt.xls
Maryland,477.0,2015,3,16martvt.xls
North Carolina,1634.0,2015,3,16martvt.xls
South Carolina,1344.0,2015,3,16martvt.xls
Virginia,1805.0,2015,3,16martvt.xls
West Virginia,759.0,2015,3,16martvt.xls
North Central,,2015,3,16martvt.xls
Illinois,1278.0,2015,3,16martvt.xls
Indiana,1260.0,2015,3,16martvt.xls
Iowa,1051.0,2015,3,16martvt.xls
Kansas,830.0,2015,3,16martvt.xls
Michigan,1479.0,2015,3,16martvt.xls
Minnesota,1263.0,2015,3,16martvt.xls
Missouri,1315.0,2015,3,16martvt.xls
Nebraska,709.0,2015,3,16martvt.xls
North Dakota,476.0,2015,3,16martvt.xls
Ohio,1513.0,2015,3,16martvt.xls
South Dakota,417.0,2015,3,16martvt.xls
Wisconsin,1413.0,2015,3,16martvt.xls
Alabama,1391.0,2015,3,16martvt.xls
Arkansas,860.0,2015,3,16martvt.xls
Kentucky,1422.0,2015,3,16martvt.xls
Louisiana,976.0,2015,3,16martvt.xls
Mississippi,1109.0,2015,3,16martvt.xls
Oklahoma,1037.0,2015,3,16martvt.xls
Tennessee,1565.0,2015,3,16martvt.xls
Texas,4408.0,2015,3,16martvt.xls
Alaska,95.0,2015,3,16martvt.xls
Arizona,879.0,2015,3,16martvt.xls
California,2985.0,2015,3,16martvt.xls
Colorado,979.0,2015,3,16martvt.xls
Hawaii,69.0,2015,3,16martvt.xls
Idaho,466.0,2015,3,16martvt.xls
Montana,427.0,2015,3,16martvt.xls
Nevada,321.0,2015,3,16martvt.xls
New Mexico,747.0,2015,3,16martvt.xls
Oregon,763.0,2015,3,16martvt.xls
Utah,462.0,2015,3,16martvt.xls
Washington,886.0,2015,3,16martvt.xls
Wyoming,333.0,2015,3,16martvt.xls
Connecticut,141.0,2014,1,15jantvt.xls
Maine,419.0,2014,1,15jantvt.xls
Massachusetts,108.0,2014,1,15jantvt.xls
New Hampshire,220.0,2014,1,15jantvt.xls
New Jersey,194.0,2014,1,15jantvt.xls
New York,988.0,2014,1,15jantvt.xls
Pennsylvania,1477.0,2014,1,15jantvt.xls
Rhode Island,28.0,2014,1,15jantvt.xls
Vermont,221.0,2014,1,15jantvt.xls
South Atlantic,,2014,1,15jantvt.xls
Delaware,97.0,2014,1,15jantvt.xls
District of Columbia,0.0,2014,1,15jantvt.xls
Florida,1976.0,2014,1,15jantvt.xls
Georgia,1310.0,2014,1,15jantvt.xls
Maryland,391.0,2014,1,15jantvt.xls
North Carolina,1445.0,2014,1,15jantvt.xls
South Carolina,1165.0,2014,1,15jantvt.xls
Virginia,1491.0,2014,1,15jantvt.xls
West Virginia,452.0,2014,1,15jantvt.xls
North Central,,2014,1,15jantvt.xls
Illinois,1106.0,2014,1,15jantvt.xls
Indiana,1241.0,2014,1,15jantvt.xls
Iowa,876.0,2014,1,15jantvt.xls
Kansas,725.0,2014,1,15jantvt.xls
Michigan,1188.0,2014,1,15jantvt.xls
Minnesota,1033.0,2014,1,15jantvt.xls
Missouri,1056.0,2014,1,15jantvt.xls
Nebraska,566.0,2014,1,15jantvt.xls
North Dakota,353.0,2014,1,15jantvt.xls
Ohio,1244.0,2014,1,15jantvt.xls
South Dakota,305.0,2014,1,15jantvt.xls
Wisconsin,1184.0,2014,1,15jantvt.xls
Alabama,1217.0,2014,1,15jantvt.xls
Arkansas,734.0,2014,1,15jantvt.xls
Kentucky,1204.0,2014,1,15jantvt.xls
Louisiana,865.0,2014,1,15jantvt.xls
Mississippi,952.0,2014,1,15jantvt.xls
Oklahoma,874.0,2014,1,15jantvt.xls
Tennessee,1492.0,2014,1,15jantvt.xls
Texas,4176.0,2014,1,15jantvt.xls
Alaska,97.0,2014,1,15jantvt.xls
Arizona,851.0,2014,1,15jantvt.xls
California,2448.0,2014,1,15jantvt.xls
Colorado,818.0,2014,1,15jantvt.xls
Hawaii,52.0,2014,1,15jantvt.xls
Idaho,363.0,2014,1,15jantvt.xls
Montana,342.0,2014,1,15jantvt.xls
Nevada,273.0,2014,1,15jantvt.xls
New Mexico,711.0,2014,1,15jantvt.xls
Oregon,717.0,2014,1,15jantvt.xls
Utah,372.0,2014,1,15jantvt.xls
Washington,647.0,2014,1,15jantvt.xls
Wyoming,292.0,2014,1,15jantvt.xls
Connecticut,187.0,2010,8,11augtvt.xls
Maine,547.0,2010,8,11augtvt.xls
Massachusetts,238.0,2010,8,11augtvt.xls
New Hampshire,380.0,2010,8,11augtvt.xls
New Jersey,401.0,2010,8,11augtvt.xls
New York,1555.0,2010,8,11augtvt.xls
Pennsylvania,2298.0,2010,8,11augtvt.xls
Rhode Island,73.0,2010,8,11augtvt.xls
Vermont,295.0,2010,8,11augtvt.xls
South Atlantic,,2010,8,11augtvt.xls
Delaware,165.0,2010,8,11augtvt.xls
District of Columbia,0.0,2010,8,11augtvt.xls
Florida,1971.0,2010,8,11augtvt.xls
Georgia,1800.0,2010,8,11augtvt.xls
Maryland,896.0,2010,8,11augtvt.xls
North Carolina,1687.0,2010,8,11augtvt.xls
South Carolina,1459.0,2010,8,11augtvt.xls
Virginia,1913.0,2010,8,11augtvt.xls
West Virginia,632.0,2010,8,11augtvt.xls
North Central,,2010,8,11augtvt.xls
Illinois,1610.0,2010,8,11augtvt.xls
Indiana,1309.0,2010,8,11augtvt.xls
Iowa,1240.0,2010,8,11augtvt.xls
Kansas,902.0,2010,8,11augtvt.xls
Michigan,1916.0,2010,8,11augtvt.xls
Minnesota,1565.0,2010,8,11augtvt.xls
Missouri,1850.0,2010,8,11augtvt.xls
Nebraska,807.0,2010,8,11augtvt.xls
North Dakota,397.0,2010,8,11augtvt.xls
Ohio,1886.0,2010,8,11augtvt.xls
South Dakota,493.0,2010,8,11augtvt.xls
Wisconsin,1868.0,2010,8,11augtvt.xls
Alabama,1472.0,2010,8,11augtvt.xls
Arkansas,1103.0,2010,8,11augtvt.xls
Kentucky,1444.0,2010,8,11augtvt.xls
Louisiana,1140.0,2010,8,11augtvt.xls
Mississippi,1157.0,2010,8,11augtvt.xls
Oklahoma,1342.0,2010,8,11augtvt.xls
Tennessee,1776.0,2010,8,11augtvt.xls
Texas,4201.0,2010,8,11augtvt.xls
Alaska,142.0,2010,8,11augtvt.xls
Arizona,960.0,2010,8,11augtvt.xls
California,4038.0,2010,8,11augtvt.xls
Colorado,1016.0,2010,8,11augtvt.xls
Hawaii,113.0,2010,8,11augtvt.xls
Idaho,564.0,2010,8,11augtvt.xls
Montana,686.0,2010,8,11augtvt.xls
Nevada,386.0,2010,8,11augtvt.xls
New Mexico,846.0,2010,8,11augtvt.xls
Oregon,1122.0,2010,8,11augtvt.xls
Utah,572.0,2010,8,11augtvt.xls
Washington,1104.0,2010,8,11augtvt.xls
Wyoming,530.0,2010,8,11augtvt.xls
Connecticut,172.0,2009,10,10octtvt.xls
Maine,516.0,2009,10,10octtvt.xls
Massachusetts,240.0,2009,10,10octtvt.xls
New Hampshire,318.0,2009,10,10octtvt.xls
New Jersey,341.0,2009,10,10octtvt.xls
New York,1275.0,2009,10,10octtvt.xls
Pennsylvania,2124.0,2009,10,10octtvt.xls
Rhode Island,57.0,2009,10,10octtvt.xls
Vermont,254.0,2009,10,10octtvt.xls
South Atlantic,,2009,10,10octtvt.xls
Delaware,136.0,2009,10,10octtvt.xls
District of Columbia,0.0,2009,10,10octtvt.xls
Florida,2020.0,2009,10,10octtvt.xls
Georgia,1922.0,2009,10,10octtvt.xls
Maryland,783.0,2009,10,10octtvt.xls
North Carolina,1742.0,2009,10,10octtvt.xls
South Carolina,1311.0,2009,10,10octtvt.xls
Virginia,1794.0,2009,10,10octtvt.xls
West Virginia,655.0,2009,10,10octtvt.xls
North Central,,2009,10,10octtvt.xls
Illinois,1482.0,2009,10,10octtvt.xls
Indiana,1285.0,2009,10,10octtvt.xls
Iowa,1122.0,2009,10,10octtvt.xls
Kansas,861.0,2009,10,10octtvt.xls
Michigan,1619.0,2009,10,10octtvt.xls
Minnesota,1494.0,2009,10,10octtvt.xls
Missouri,1448.0,2009,10,10octtvt.xls
Nebraska,726.0,2009,10,10octtvt.xls
North Dakota,352.0,2009,10,10octtvt.xls
Ohio,1739.0,2009,10,10octtvt.xls
South Dakota,391.0,2009,10,10octtvt.xls
Wisconsin,1626.0,2009,10,10octtvt.xls
Alabama,1311.0,2009,10,10octtvt.xls
Arkansas,1024.0,2009,10,10octtvt.xls
Kentucky,1456.0,2009,10,10octtvt.xls
Louisiana,858.0,2009,10,10octtvt.xls
Mississippi,1108.0,2009,10,10octtvt.xls
Oklahoma,1097.0,2009,10,10octtvt.xls
Tennessee,1645.0,2009,10,10octtvt.xls
Texas,4083.0,2009,10,10octtvt.xls
Alaska,114.0,2009,10,10octtvt.xls
Arizona,1093.0,2009,10,10octtvt.xls
California,3892.0,2009,10,10octtvt.xls
Colorado,939.0,2009,10,10octtvt.xls
Hawaii,147.0,2009,10,10octtvt.xls
Idaho,479.0,2009,10,10octtvt.xls
Montana,480.0,2009,10,10octtvt.xls
Nevada,311.0,2009,10,10octtvt.xls
New Mexico,862.0,2009,10,10octtvt.xls
Oregon,911.0,2009,10,10octtvt.xls
Utah,471.0,2009,10,10octtvt.xls
Washington,895.0,2009,10,10octtvt.xls
Wyoming,419.0,2009,10,10octtvt.xls
Connecticut,110.0,2015,1,16jantvt.xls
Maine,406.0,2015,1,16jantvt.xls
Massachusetts,109.0,2015,1,16jantvt.xls
New Hampshire,219.0,2015,1,16jantvt.xls
New Jersey,198.0,2015,1,16jantvt.xls
New York,923.0,2015,1,16jantvt.xls
Pennsylvania,1576.0,2015,1,16jantvt.xls
Rhode Island,29.0,2015,1,16jantvt.xls
Vermont,211.0,2015,1,16jantvt.xls
South Atlantic,,2015,1,16jantvt.xls
Delaware,99.0,2015,1,16jantvt.xls
District of Columbia,0.0,2015,1,16jantvt.xls
Florida,1912.0,2015,1,16jantvt.xls
Georgia,1438.0,2015,1,16jantvt.xls
Maryland,403.0,2015,1,16jantvt.xls
North Carolina,1529.0,2015,1,16jantvt.xls
South Carolina,1178.0,2015,1,16jantvt.xls
Virginia,1610.0,2015,1,16jantvt.xls
West Virginia,468.0,2015,1,16jantvt.xls
North Central,,2015,1,16jantvt.xls
Illinois,1160.0,2015,1,16jantvt.xls
Indiana,1268.0,2015,1,16jantvt.xls
Iowa,939.0,2015,1,16jantvt.xls
Kansas,760.0,2015,1,16jantvt.xls
Michigan,1299.0,2015,1,16jantvt.xls
Minnesota,1110.0,2015,1,16jantvt.xls
Missouri,1132.0,2015,1,16jantvt.xls
Nebraska,588.0,2015,1,16jantvt.xls
North Dakota,396.0,2015,1,16jantvt.xls
Ohio,1348.0,2015,1,16jantvt.xls
South Dakota,318.0,2015,1,16jantvt.xls
Wisconsin,1247.0,2015,1,16jantvt.xls
Alabama,1165.0,2015,1,16jantvt.xls
Arkansas,792.0,2015,1,16jantvt.xls
Kentucky,1238.0,2015,1,16jantvt.xls
Louisiana,914.0,2015,1,16jantvt.xls
Mississippi,997.0,2015,1,16jantvt.xls
Oklahoma,884.0,2015,1,16jantvt.xls
Tennessee,1439.0,2015,1,16jantvt.xls
Texas,3935.0,2015,1,16jantvt.xls
Alaska,77.0,2015,1,16jantvt.xls
Arizona,899.0,2015,1,16jantvt.xls
California,2547.0,2015,1,16jantvt.xls
Colorado,828.0,2015,1,16jantvt.xls
Hawaii,54.0,2015,1,16jantvt.xls
Idaho,390.0,2015,1,16jantvt.xls
Montana,354.0,2015,1,16jantvt.xls
Nevada,271.0,2015,1,16jantvt.xls
New Mexico,697.0,2015,1,16jantvt.xls
Oregon,627.0,2015,1,16jantvt.xls
Utah,398.0,2015,1,16jantvt.xls
Washington,671.0,2015,1,16jantvt.xls
Wyoming,314.0,2015,1,16jantvt.xls
Connecticut,187.0,2009,8,10augtvt.xls
Maine,556.0,2009,8,10augtvt.xls
Massachusetts,227.0,2009,8,10augtvt.xls
New Hampshire,377.0,2009,8,10augtvt.xls
New Jersey,379.0,2009,8,10augtvt.xls
New York,1573.0,2009,8,10augtvt.xls
Pennsylvania,2299.0,2009,8,10augtvt.xls
Rhode Island,73.0,2009,8,10augtvt.xls
Vermont,284.0,2009,8,10augtvt.xls
South Atlantic,,2009,8,10augtvt.xls
Delaware,160.0,2009,8,10augtvt.xls
District of Columbia,0.0,2009,8,10augtvt.xls
Florida,2042.0,2009,8,10augtvt.xls
Georgia,1819.0,2009,8,10augtvt.xls
Maryland,875.0,2009,8,10augtvt.xls
North Carolina,1731.0,2009,8,10augtvt.xls
South Carolina,1477.0,2009,8,10augtvt.xls
Virginia,1909.0,2009,8,10augtvt.xls
West Virginia,699.0,2009,8,10augtvt.xls
North Central,,2009,8,10augtvt.xls
Illinois,1583.0,2009,8,10augtvt.xls
Indiana,1245.0,2009,8,10augtvt.xls
Iowa,1223.0,2009,8,10augtvt.xls
Kansas,894.0,2009,8,10augtvt.xls
Michigan,1814.0,2009,8,10augtvt.xls
Minnesota,1618.0,2009,8,10augtvt.xls
Missouri,1888.0,2009,8,10augtvt.xls
Nebraska,780.0,2009,8,10augtvt.xls
North Dakota,369.0,2009,8,10augtvt.xls
Ohio,1824.0,2009,8,10augtvt.xls
South Dakota,479.0,2009,8,10augtvt.xls
Wisconsin,1798.0,2009,8,10augtvt.xls
Alabama,1496.0,2009,8,10augtvt.xls
Arkansas,1181.0,2009,8,10augtvt.xls
Kentucky,1446.0,2009,8,10augtvt.xls
Louisiana,1168.0,2009,8,10augtvt.xls
Mississippi,1171.0,2009,8,10augtvt.xls
Oklahoma,1318.0,2009,8,10augtvt.xls
Tennessee,1758.0,2009,8,10augtvt.xls
Texas,4240.0,2009,8,10augtvt.xls
Alaska,141.0,2009,8,10augtvt.xls
Arizona,979.0,2009,8,10augtvt.xls
California,4058.0,2009,8,10augtvt.xls
Colorado,1064.0,2009,8,10augtvt.xls
Hawaii,120.0,2009,8,10augtvt.xls
Idaho,566.0,2009,8,10augtvt.xls
Montana,649.0,2009,8,10augtvt.xls
Nevada,365.0,2009,8,10augtvt.xls
New Mexico,853.0,2009,8,10augtvt.xls
Oregon,1103.0,2009,8,10augtvt.xls
Utah,572.0,2009,8,10augtvt.xls
Washington,1086.0,2009,8,10augtvt.xls
Wyoming,505.0,2009,8,10augtvt.xls
Connecticut,194.0,2014,7,15jultvt.xls
Maine,577.0,2014,7,15jultvt.xls
Massachusetts,153.0,2014,7,15jultvt.xls
New Hampshire,324.0,2014,7,15jultvt.xls
New Jersey,269.0,2014,7,15jultvt.xls
New York,1546.0,2014,7,15jultvt.xls
Pennsylvania,2198.0,2014,7,15jultvt.xls
Rhode Island,62.0,2014,7,15jultvt.xls
Vermont,303.0,2014,7,15jultvt.xls
South Atlantic,,2014,7,15jultvt.xls
Delaware,271.0,2014,7,15jultvt.xls
District of Columbia,0.0,2014,7,15jultvt.xls
Florida,2007.0,2014,7,15jultvt.xls
Georgia,1567.0,2014,7,15jultvt.xls
Maryland,592.0,2014,7,15jultvt.xls
North Carolina,1801.0,2014,7,15jultvt.xls
South Carolina,1584.0,2014,7,15jultvt.xls
Virginia,2026.0,2014,7,15jultvt.xls
West Virginia,664.0,2014,7,15jultvt.xls
North Central,,2014,7,15jultvt.xls
Illinois,1644.0,2014,7,15jultvt.xls
Indiana,1886.0,2014,7,15jultvt.xls
Iowa,1255.0,2014,7,15jultvt.xls
Kansas,905.0,2014,7,15jultvt.xls
Michigan,1725.0,2014,7,15jultvt.xls
Minnesota,1463.0,2014,7,15jultvt.xls
Missouri,1855.0,2014,7,15jultvt.xls
Nebraska,838.0,2014,7,15jultvt.xls
North Dakota,515.0,2014,7,15jultvt.xls
Ohio,1690.0,2014,7,15jultvt.xls
South Dakota,497.0,2014,7,15jultvt.xls
Wisconsin,1763.0,2014,7,15jultvt.xls
Alabama,1643.0,2014,7,15jultvt.xls
Arkansas,1025.0,2014,7,15jultvt.xls
Kentucky,1387.0,2014,7,15jultvt.xls
Louisiana,1174.0,2014,7,15jultvt.xls
Mississippi,1164.0,2014,7,15jultvt.xls
Oklahoma,1155.0,2014,7,15jultvt.xls
Tennessee,1843.0,2014,7,15jultvt.xls
Texas,4798.0,2014,7,15jultvt.xls
Alaska,177.0,2014,7,15jultvt.xls
Arizona,898.0,2014,7,15jultvt.xls
California,3638.0,2014,7,15jultvt.xls
Colorado,1042.0,2014,7,15jultvt.xls
Hawaii,87.0,2014,7,15jultvt.xls
Idaho,575.0,2014,7,15jultvt.xls
Montana,689.0,2014,7,15jultvt.xls
Nevada,415.0,2014,7,15jultvt.xls
New Mexico,839.0,2014,7,15jultvt.xls
Oregon,1110.0,2014,7,15jultvt.xls
Utah,535.0,2014,7,15jultvt.xls
Washington,944.0,2014,7,15jultvt.xls
Wyoming,492.0,2014,7,15jultvt.xls
Connecticut,178.0,2014,5,15maytvt.xls
Maine,518.0,2014,5,15maytvt.xls
Massachusetts,140.0,2014,5,15maytvt.xls
New Hampshire,262.0,2014,5,15maytvt.xls
New Jersey,256.0,2014,5,15maytvt.xls
New York,1344.0,2014,5,15maytvt.xls
Pennsylvania,2085.0,2014,5,15maytvt.xls
Rhode Island,58.0,2014,5,15maytvt.xls
Vermont,258.0,2014,5,15maytvt.xls
South Atlantic,,2014,5,15maytvt.xls
Delaware,152.0,2014,5,15maytvt.xls
District of Columbia,0.0,2014,5,15maytvt.xls
Florida,2025.0,2014,5,15maytvt.xls
Georgia,1474.0,2014,5,15maytvt.xls
Maryland,558.0,2014,5,15maytvt.xls
North Carolina,1736.0,2014,5,15maytvt.xls
South Carolina,1510.0,2014,5,15maytvt.xls
Virginia,1965.0,2014,5,15maytvt.xls
West Virginia,436.0,2014,5,15maytvt.xls
North Central,,2014,5,15maytvt.xls
Illinois,1464.0,2014,5,15maytvt.xls
Indiana,1511.0,2014,5,15maytvt.xls
Iowa,1186.0,2014,5,15maytvt.xls
Kansas,899.0,2014,5,15maytvt.xls
Michigan,1561.0,2014,5,15maytvt.xls
Minnesota,1530.0,2014,5,15maytvt.xls
Missouri,1681.0,2014,5,15maytvt.xls
Nebraska,818.0,2014,5,15maytvt.xls
North Dakota,435.0,2014,5,15maytvt.xls
Ohio,1652.0,2014,5,15maytvt.xls
South Dakota,418.0,2014,5,15maytvt.xls
Wisconsin,1745.0,2014,5,15maytvt.xls
Alabama,1590.0,2014,5,15maytvt.xls
Arkansas,909.0,2014,5,15maytvt.xls
Kentucky,1599.0,2014,5,15maytvt.xls
Louisiana,1140.0,2014,5,15maytvt.xls
Mississippi,1102.0,2014,5,15maytvt.xls
Oklahoma,1081.0,2014,5,15maytvt.xls
Tennessee,1635.0,2014,5,15maytvt.xls
Texas,4544.0,2014,5,15maytvt.xls
Alaska,155.0,2014,5,15maytvt.xls
Arizona,868.0,2014,5,15maytvt.xls
California,3383.0,2014,5,15maytvt.xls
Colorado,931.0,2014,5,15maytvt.xls
Hawaii,59.0,2014,5,15maytvt.xls
Idaho,481.0,2014,5,15maytvt.xls
Montana,500.0,2014,5,15maytvt.xls
Nevada,366.0,2014,5,15maytvt.xls
New Mexico,759.0,2014,5,15maytvt.xls
Oregon,954.0,2014,5,15maytvt.xls
Utah,474.0,2014,5,15maytvt.xls
Washington,909.0,2014,5,15maytvt.xls
Wyoming,404.0,2014,5,15maytvt.xls
Connecticut,158.0,2015,7,16jultvt.xls
Maine,595.0,2015,7,16jultvt.xls
Massachusetts,161.0,2015,7,16jultvt.xls
New Hampshire,336.0,2015,7,16jultvt.xls
New Jersey,272.0,2015,7,16jultvt.xls
New York,1499.0,2015,7,16jultvt.xls
Pennsylvania,2337.0,2015,7,16jultvt.xls
Rhode Island,67.0,2015,7,16jultvt.xls
Vermont,298.0,2015,7,16jultvt.xls
South Atlantic,,2015,7,16jultvt.xls
Delaware,268.0,2015,7,16jultvt.xls
District of Columbia,0.0,2015,7,16jultvt.xls
Florida,1957.0,2015,7,16jultvt.xls
Georgia,1685.0,2015,7,16jultvt.xls
Maryland,607.0,2015,7,16jultvt.xls
North Carolina,1852.0,2015,7,16jultvt.xls
South Carolina,1550.0,2015,7,16jultvt.xls
Virginia,2158.0,2015,7,16jultvt.xls
West Virginia,664.0,2015,7,16jultvt.xls
North Central,,2015,7,16jultvt.xls
Illinois,1672.0,2015,7,16jultvt.xls
Indiana,1888.0,2015,7,16jultvt.xls
Iowa,1290.0,2015,7,16jultvt.xls
Kansas,941.0,2015,7,16jultvt.xls
Michigan,1816.0,2015,7,16jultvt.xls
Minnesota,1454.0,2015,7,16jultvt.xls
Missouri,1996.0,2015,7,16jultvt.xls
Nebraska,857.0,2015,7,16jultvt.xls
North Dakota,534.0,2015,7,16jultvt.xls
Ohio,1798.0,2015,7,16jultvt.xls
South Dakota,514.0,2015,7,16jultvt.xls
Wisconsin,1831.0,2015,7,16jultvt.xls
Alabama,1540.0,2015,7,16jultvt.xls
Arkansas,1076.0,2015,7,16jultvt.xls
Kentucky,1377.0,2015,7,16jultvt.xls
Louisiana,1241.0,2015,7,16jultvt.xls
Mississippi,1216.0,2015,7,16jultvt.xls
Oklahoma,1186.0,2015,7,16jultvt.xls
Tennessee,1802.0,2015,7,16jultvt.xls
Texas,4558.0,2015,7,16jultvt.xls
Alaska,141.0,2015,7,16jultvt.xls
Arizona,967.0,2015,7,16jultvt.xls
California,3836.0,2015,7,16jultvt.xls
Colorado,1058.0,2015,7,16jultvt.xls
Hawaii,94.0,2015,7,16jultvt.xls
Idaho,622.0,2015,7,16jultvt.xls
Montana,725.0,2015,7,16jultvt.xls
Nevada,413.0,2015,7,16jultvt.xls
New Mexico,855.0,2015,7,16jultvt.xls
Oregon,969.0,2015,7,16jultvt.xls
Utah,581.0,2015,7,16jultvt.xls
Washington,997.0,2015,7,16jultvt.xls
Wyoming,511.0,2015,7,16jultvt.xls
