state,vmt,year,month,file
Connecticut,159.0,2013,11,14novtvt.xls
Maine,456.0,2013,11,14novtvt.xls
Massachusetts,194.0,2013,11,14novtvt.xls
New Hampshire,352.0,2013,11,14novtvt.xls
New Jersey,310.0,2013,11,14novtvt.xls
New York,1046.0,2013,11,14novtvt.xls
Pennsylvania,1875.0,2013,11,14novtvt.xls
Rhode Island,50.0,2013,11,14novtvt.xls
Vermont,217.0,2013,11,14novtvt.xls
South Atlantic,,2013,11,14novtvt.xls
Delaware,112.0,2013,11,14novtvt.xls
District of Columbia,0.0,2013,11,14novtvt.xls
Florida,1902.0,2013,11,14novtvt.xls
Georgia,1801.0,2013,11,14novtvt.xls
Maryland,741.0,2013,11,14novtvt.xls
North Carolina,1514.0,2013,11,14novtvt.xls
South Carolina,1261.0,2013,11,14novtvt.xls
Virginia,1720.0,2013,11,14novtvt.xls
West Virginia,600.0,2013,11,14novtvt.xls
North Central,,2013,11,14novtvt.xls
Illinois,1190.0,2013,11,14novtvt.xls
Indiana,1187.0,2013,11,14novtvt.xls
Iowa,1050.0,2013,11,14novtvt.xls
Kansas,801.0,2013,11,14novtvt.xls
Michigan,1451.0,2013,11,14novtvt.xls
Minnesota,1372.0,2013,11,14novtvt.xls
Missouri,1467.0,2013,11,14novtvt.xls
Nebraska,719.0,2013,11,14novtvt.xls
North Dakota,366.0,2013,11,14novtvt.xls
Ohio,1648.0,2013,11,14novtvt.xls
South Dakota,362.0,2013,11,14novtvt.xls
Wisconsin,1622.0,2013,11,14novtvt.xls
Alabama,1217.0,2013,11,14novtvt.xls
Arkansas,874.0,2013,11,14novtvt.xls
Kentucky,1427.0,2013,11,14novtvt.xls
Louisiana,907.0,2013,11,14novtvt.xls
Mississippi,1036.0,2013,11,14novtvt.xls
Oklahoma,1107.0,2013,11,14novtvt.xls
Tennessee,1371.0,2013,11,14novtvt.xls
Texas,4168.0,2013,11,14novtvt.xls
Alaska,85.0,2013,11,14novtvt.xls
Arizona,1023.0,2013,11,14novtvt.xls
California,3709.0,2013,11,14novtvt.xls
Colorado,912.0,2013,11,14novtvt.xls
Hawaii,86.0,2013,11,14novtvt.xls
Idaho,413.0,2013,11,14novtvt.xls
Montana,487.0,2013,11,14novtvt.xls
Nevada,291.0,2013,11,14novtvt.xls
New Mexico,691.0,2013,11,14novtvt.xls
Oregon,813.0,2013,11,14novtvt.xls
Utah,426.0,2013,11,14novtvt.xls
Washington,838.0,2013,11,14novtvt.xls
Wyoming,376.0,2013,11,14novtvt.xls
Connecticut,164.0,2013,3,14martvt.xls
Maine,470.0,2013,3,14martvt.xls
Massachusetts,198.0,2013,3,14martvt.xls
New Hampshire,278.0,2013,3,14martvt.xls
New Jersey,355.0,2013,3,14martvt.xls
New York,1182.0,2013,3,14martvt.xls
Pennsylvania,1871.0,2013,3,14martvt.xls
Rhode Island,45.0,2013,3,14martvt.xls
Vermont,232.0,2013,3,14martvt.xls
South Atlantic,,2013,3,14martvt.xls
Delaware,119.0,2013,3,14martvt.xls
District of Columbia,0.0,2013,3,14martvt.xls
Florida,2168.0,2013,3,14martvt.xls
Georgia,1980.0,2013,3,14martvt.xls
Maryland,733.0,2013,3,14martvt.xls
North Carolina,1627.0,2013,3,14martvt.xls
South Carolina,1403.0,2013,3,14martvt.xls
Virginia,1699.0,2013,3,14martvt.xls
West Virginia,709.0,2013,3,14martvt.xls
North Central,,2013,3,14martvt.xls
Illinois,1298.0,2013,3,14martvt.xls
Indiana,1251.0,2013,3,14martvt.xls
Iowa,1046.0,2013,3,14martvt.xls
Kansas,787.0,2013,3,14martvt.xls
Michigan,1507.0,2013,3,14martvt.xls
Minnesota,1290.0,2013,3,14martvt.xls
Missouri,1277.0,2013,3,14martvt.xls
Nebraska,663.0,2013,3,14martvt.xls
North Dakota,396.0,2013,3,14martvt.xls
Ohio,1641.0,2013,3,14martvt.xls
South Dakota,393.0,2013,3,14martvt.xls
Wisconsin,1439.0,2013,3,14martvt.xls
Alabama,1499.0,2013,3,14martvt.xls
Arkansas,963.0,2013,3,14martvt.xls
Kentucky,1462.0,2013,3,14martvt.xls
Louisiana,959.0,2013,3,14martvt.xls
Mississippi,1116.0,2013,3,14martvt.xls
Oklahoma,1127.0,2013,3,14martvt.xls
Tennessee,1682.0,2013,3,14martvt.xls
Texas,4536.0,2013,3,14martvt.xls
Alaska,96.0,2013,3,14martvt.xls
Arizona,977.0,2013,3,14martvt.xls
California,3203.0,2013,3,14martvt.xls
Colorado,960.0,2013,3,14martvt.xls
Hawaii,105.0,2013,3,14martvt.xls
Idaho,424.0,2013,3,14martvt.xls
Montana,426.0,2013,3,14martvt.xls
Nevada,321.0,2013,3,14martvt.xls
New Mexico,737.0,2013,3,14martvt.xls
Oregon,851.0,2013,3,14martvt.xls
Utah,475.0,2013,3,14martvt.xls
Washington,847.0,2013,3,14martvt.xls
Wyoming,325.0,2013,3,14martvt.xls
Connecticut,128.0,2015,11,16novtvt.xls
Maine,470.0,2015,11,16novtvt.xls
Massachusetts,122.0,2015,11,16novtvt.xls
New Hampshire,331.0,2015,11,16novtvt.xls
New Jersey,225.0,2015,11,16novtvt.xls
New York,990.0,2015,11,16novtvt.xls
Pennsylvania,1999.0,2015,11,16novtvt.xls
Rhode Island,59.0,2015,11,16novtvt.xls
Vermont,211.0,2015,11,16novtvt.xls
South Atlantic,,2015,11,16novtvt.xls
Delaware,115.0,2015,11,16novtvt.xls
District of Columbia,0.0,2015,11,16novtvt.xls
Florida,1948.0,2015,11,16novtvt.xls
Georgia,1474.0,2015,11,16novtvt.xls
Maryland,513.0,2015,11,16novtvt.xls
North Carolina,1588.0,2015,11,16novtvt.xls
South Carolina,1265.0,2015,11,16novtvt.xls
Virginia,1914.0,2015,11,16novtvt.xls
West Virginia,698.0,2015,11,16novtvt.xls
North Central,,2015,11,16novtvt.xls
Illinois,1135.0,2015,11,16novtvt.xls
Indiana,1287.0,2015,11,16novtvt.xls
Iowa,1039.0,2015,11,16novtvt.xls
Kansas,810.0,2015,11,16novtvt.xls
Michigan,1394.0,2015,11,16novtvt.xls
Minnesota,1303.0,2015,11,16novtvt.xls
Missouri,1478.0,2015,11,16novtvt.xls
Nebraska,715.0,2015,11,16novtvt.xls
North Dakota,367.0,2015,11,16novtvt.xls
Ohio,1562.0,2015,11,16novtvt.xls
South Dakota,361.0,2015,11,16novtvt.xls
Wisconsin,1578.0,2015,11,16novtvt.xls
Alabama,1182.0,2015,11,16novtvt.xls
Arkansas,823.0,2015,11,16novtvt.xls
Kentucky,1391.0,2015,11,16novtvt.xls
Louisiana,961.0,2015,11,16novtvt.xls
Mississippi,1079.0,2015,11,16novtvt.xls
Oklahoma,1061.0,2015,11,16novtvt.xls
Tennessee,1353.0,2015,11,16novtvt.xls
Texas,4214.0,2015,11,16novtvt.xls
Alaska,81.0,2015,11,16novtvt.xls
Arizona,942.0,2015,11,16novtvt.xls
California,3528.0,2015,11,16novtvt.xls
Colorado,893.0,2015,11,16novtvt.xls
Hawaii,54.0,2015,11,16novtvt.xls
Idaho,455.0,2015,11,16novtvt.xls
Montana,478.0,2015,11,16novtvt.xls
Nevada,296.0,2015,11,16novtvt.xls
New Mexico,708.0,2015,11,16novtvt.xls
Oregon,728.0,2015,11,16novtvt.xls
Utah,416.0,2015,11,16novtvt.xls
Washington,839.0,2015,11,16novtvt.xls
Wyoming,361.0,2015,11,16novtvt.xls
Connecticut,181.0,2009,6,10juntvt.xls
Maine,529.0,2009,6,10juntvt.xls
Massachusetts,229.0,2009,6,10juntvt.xls
New Hampshire,333.0,2009,6,10juntvt.xls
New Jersey,330.0,2009,6,10juntvt.xls
New York,1335.0,2009,6,10juntvt.xls
Pennsylvania,2098.0,2009,6,10juntvt.xls
Rhode Island,56.0,2009,6,10juntvt.xls
Vermont,244.0,2009,6,10juntvt.xls
South Atlantic,,2009,6,10juntvt.xls
Delaware,149.0,2009,6,10juntvt.xls
District of Columbia,0.0,2009,6,10juntvt.xls
Florida,2039.0,2009,6,10juntvt.xls
Georgia,1801.0,2009,6,10juntvt.xls
Maryland,831.0,2009,6,10juntvt.xls
North Carolina,1741.0,2009,6,10juntvt.xls
South Carolina,1425.0,2009,6,10juntvt.xls
Virginia,1845.0,2009,6,10juntvt.xls
West Virginia,631.0,2009,6,10juntvt.xls
North Central,,2009,6,10juntvt.xls
Illinois,1818.0,2009,6,10juntvt.xls
Indiana,1336.0,2009,6,10juntvt.xls
Iowa,1177.0,2009,6,10juntvt.xls
Kansas,890.0,2009,6,10juntvt.xls
Michigan,1687.0,2009,6,10juntvt.xls
Minnesota,1485.0,2009,6,10juntvt.xls
Missouri,1607.0,2009,6,10juntvt.xls
Nebraska,748.0,2009,6,10juntvt.xls
North Dakota,355.0,2009,6,10juntvt.xls
Ohio,1740.0,2009,6,10juntvt.xls
South Dakota,474.0,2009,6,10juntvt.xls
Wisconsin,1697.0,2009,6,10juntvt.xls
Alabama,1470.0,2009,6,10juntvt.xls
Arkansas,1150.0,2009,6,10juntvt.xls
Kentucky,1507.0,2009,6,10juntvt.xls
Louisiana,1046.0,2009,6,10juntvt.xls
Mississippi,1119.0,2009,6,10juntvt.xls
Oklahoma,1124.0,2009,6,10juntvt.xls
Tennessee,1786.0,2009,6,10juntvt.xls
Texas,4135.0,2009,6,10juntvt.xls
Alaska,141.0,2009,6,10juntvt.xls
Arizona,1098.0,2009,6,10juntvt.xls
California,3649.0,2009,6,10juntvt.xls
Colorado,994.0,2009,6,10juntvt.xls
Hawaii,112.0,2009,6,10juntvt.xls
Idaho,513.0,2009,6,10juntvt.xls
Montana,568.0,2009,6,10juntvt.xls
Nevada,335.0,2009,6,10juntvt.xls
New Mexico,793.0,2009,6,10juntvt.xls
Oregon,997.0,2009,6,10juntvt.xls
Utah,527.0,2009,6,10juntvt.xls
Washington,968.0,2009,6,10juntvt.xls
Wyoming,474.0,2009,6,10juntvt.xls
Connecticut,186.0,2012,8,13augtvt.xls
Maine,556.0,2012,8,13augtvt.xls
Massachusetts,218.0,2012,8,13augtvt.xls
New Hampshire,364.0,2012,8,13augtvt.xls
New Jersey,384.0,2012,8,13augtvt.xls
New York,1534.0,2012,8,13augtvt.xls
Pennsylvania,2274.0,2012,8,13augtvt.xls
Rhode Island,72.0,2012,8,13augtvt.xls
Vermont,291.0,2012,8,13augtvt.xls
South Atlantic,,2012,8,13augtvt.xls
Delaware,155.0,2012,8,13augtvt.xls
District of Columbia,0.0,2012,8,13augtvt.xls
Florida,1921.0,2012,8,13augtvt.xls
Georgia,1785.0,2012,8,13augtvt.xls
Maryland,889.0,2012,8,13augtvt.xls
North Carolina,1677.0,2012,8,13augtvt.xls
South Carolina,1453.0,2012,8,13augtvt.xls
Virginia,1903.0,2012,8,13augtvt.xls
West Virginia,620.0,2012,8,13augtvt.xls
North Central,,2012,8,13augtvt.xls
Illinois,1579.0,2012,8,13augtvt.xls
Indiana,1294.0,2012,8,13augtvt.xls
Iowa,1245.0,2012,8,13augtvt.xls
Kansas,890.0,2012,8,13augtvt.xls
Michigan,1806.0,2012,8,13augtvt.xls
Minnesota,1584.0,2012,8,13augtvt.xls
Missouri,1830.0,2012,8,13augtvt.xls
Nebraska,772.0,2012,8,13augtvt.xls
North Dakota,460.0,2012,8,13augtvt.xls
Ohio,1878.0,2012,8,13augtvt.xls
South Dakota,479.0,2012,8,13augtvt.xls
Wisconsin,1795.0,2012,8,13augtvt.xls
Alabama,1535.0,2012,8,13augtvt.xls
Arkansas,1084.0,2012,8,13augtvt.xls
Kentucky,1521.0,2012,8,13augtvt.xls
Louisiana,1164.0,2012,8,13augtvt.xls
Mississippi,1111.0,2012,8,13augtvt.xls
Oklahoma,1371.0,2012,8,13augtvt.xls
Tennessee,1735.0,2012,8,13augtvt.xls
Texas,4473.0,2012,8,13augtvt.xls
Alaska,139.0,2012,8,13augtvt.xls
Arizona,949.0,2012,8,13augtvt.xls
California,3923.0,2012,8,13augtvt.xls
Colorado,999.0,2012,8,13augtvt.xls
Hawaii,114.0,2012,8,13augtvt.xls
Idaho,558.0,2012,8,13augtvt.xls
Montana,702.0,2012,8,13augtvt.xls
Nevada,377.0,2012,8,13augtvt.xls
New Mexico,832.0,2012,8,13augtvt.xls
Oregon,1105.0,2012,8,13augtvt.xls
Utah,558.0,2012,8,13augtvt.xls
Washington,1092.0,2012,8,13augtvt.xls
Wyoming,492.0,2012,8,13augtvt.xls
Connecticut,139.0,2015,10,16octtvt.xls
Maine,525.0,2015,10,16octtvt.xls
Massachusetts,143.0,2015,10,16octtvt.xls
New Hampshire,291.0,2015,10,16octtvt.xls
New Jersey,254.0,2015,10,16octtvt.xls
New York,1171.0,2015,10,16octtvt.xls
Pennsylvania,2223.0,2015,10,16octtvt.xls
Rhode Island,70.0,2015,10,16octtvt.xls
Vermont,245.0,2015,10,16octtvt.xls
South Atlantic,,2015,10,16octtvt.xls
Delaware,138.0,2015,10,16octtvt.xls
District of Columbia,0.0,2015,10,16octtvt.xls
Florida,2003.0,2015,10,16octtvt.xls
Georgia,1558.0,2015,10,16octtvt.xls
Maryland,538.0,2015,10,16octtvt.xls
North Carolina,1736.0,2015,10,16octtvt.xls
South Carolina,1273.0,2015,10,16octtvt.xls
Virginia,1952.0,2015,10,16octtvt.xls
West Virginia,623.0,2015,10,16octtvt.xls
North Central,,2015,10,16octtvt.xls
Illinois,1513.0,2015,10,16octtvt.xls
Indiana,1469.0,2015,10,16octtvt.xls
Iowa,1182.0,2015,10,16octtvt.xls
Kansas,898.0,2015,10,16octtvt.xls
Michigan,1579.0,2015,10,16octtvt.xls
Minnesota,1453.0,2015,10,16octtvt.xls
Missouri,1494.0,2015,10,16octtvt.xls
Nebraska,823.0,2015,10,16octtvt.xls
North Dakota,461.0,2015,10,16octtvt.xls
Ohio,1700.0,2015,10,16octtvt.xls
South Dakota,429.0,2015,10,16octtvt.xls
Wisconsin,1762.0,2015,10,16octtvt.xls
Alabama,1317.0,2015,10,16octtvt.xls
Arkansas,880.0,2015,10,16octtvt.xls
Kentucky,1494.0,2015,10,16octtvt.xls
Louisiana,944.0,2015,10,16octtvt.xls
Mississippi,1080.0,2015,10,16octtvt.xls
Oklahoma,1095.0,2015,10,16octtvt.xls
Tennessee,1623.0,2015,10,16octtvt.xls
Texas,4370.0,2015,10,16octtvt.xls
Alaska,107.0,2015,10,16octtvt.xls
Arizona,1076.0,2015,10,16octtvt.xls
California,3750.0,2015,10,16octtvt.xls
Colorado,995.0,2015,10,16octtvt.xls
Hawaii,89.0,2015,10,16octtvt.xls
Idaho,529.0,2015,10,16octtvt.xls
Montana,529.0,2015,10,16octtvt.xls
Nevada,331.0,2015,10,16octtvt.xls
New Mexico,876.0,2015,10,16octtvt.xls
Oregon,835.0,2015,10,16octtvt.xls
Utah,480.0,2015,10,16octtvt.xls
Washington,894.0,2015,10,16octtvt.xls
Wyoming,434.0,2015,10,16octtvt.xls
Connecticut,175.0,2009,9,10septvt.xls
Maine,510.0,2009,9,10septvt.xls
Massachusetts,220.0,2009,9,10septvt.xls
New Hampshire,320.0,2009,9,10septvt.xls
New Jersey,423.0,2009,9,10septvt.xls
New York,1300.0,2009,9,10septvt.xls
Pennsylvania,2063.0,2009,9,10septvt.xls
Rhode Island,90.0,2009,9,10septvt.xls
Vermont,245.0,2009,9,10septvt.xls
South Atlantic,,2009,9,10septvt.xls
Delaware,149.0,2009,9,10septvt.xls
District of Columbia,0.0,2009,9,10septvt.xls
Florida,1894.0,2009,9,10septvt.xls
Georgia,1637.0,2009,9,10septvt.xls
Maryland,798.0,2009,9,10septvt.xls
North Carolina,1556.0,2009,9,10septvt.xls
South Carolina,1316.0,2009,9,10septvt.xls
Virginia,1689.0,2009,9,10septvt.xls
West Virginia,691.0,2009,9,10septvt.xls
North Central,,2009,9,10septvt.xls
Illinois,1446.0,2009,9,10septvt.xls
Indiana,1240.0,2009,9,10septvt.xls
Iowa,1144.0,2009,9,10septvt.xls
Kansas,892.0,2009,9,10septvt.xls
Michigan,1656.0,2009,9,10septvt.xls
Minnesota,1436.0,2009,9,10septvt.xls
Missouri,1771.0,2009,9,10septvt.xls
Nebraska,733.0,2009,9,10septvt.xls
North Dakota,334.0,2009,9,10septvt.xls
Ohio,1711.0,2009,9,10septvt.xls
South Dakota,424.0,2009,9,10septvt.xls
Wisconsin,1637.0,2009,9,10septvt.xls
Alabama,1278.0,2009,9,10septvt.xls
Arkansas,983.0,2009,9,10septvt.xls
Kentucky,1356.0,2009,9,10septvt.xls
Louisiana,740.0,2009,9,10septvt.xls
Mississippi,1086.0,2009,9,10septvt.xls
Oklahoma,1126.0,2009,9,10septvt.xls
Tennessee,1632.0,2009,9,10septvt.xls
Texas,3888.0,2009,9,10septvt.xls
Alaska,120.0,2009,9,10septvt.xls
Arizona,934.0,2009,9,10septvt.xls
California,3378.0,2009,9,10septvt.xls
Colorado,966.0,2009,9,10septvt.xls
Hawaii,119.0,2009,9,10septvt.xls
Idaho,503.0,2009,9,10septvt.xls
Montana,548.0,2009,9,10septvt.xls
Nevada,326.0,2009,9,10septvt.xls
New Mexico,802.0,2009,9,10septvt.xls
Oregon,983.0,2009,9,10septvt.xls
Utah,516.0,2009,9,10septvt.xls
Washington,984.0,2009,9,10septvt.xls
Wyoming,452.0,2009,9,10septvt.xls
Connecticut,146.0,2013,1,14jantvt.xls
Maine,428.0,2013,1,14jantvt.xls
Massachusetts,180.0,2013,1,14jantvt.xls
New Hampshire,251.0,2013,1,14jantvt.xls
New Jersey,285.0,2013,1,14jantvt.xls
New York,985.0,2013,1,14jantvt.xls
Pennsylvania,1586.0,2013,1,14jantvt.xls
Rhode Island,29.0,2013,1,14jantvt.xls
Vermont,224.0,2013,1,14jantvt.xls
South Atlantic,,2013,1,14jantvt.xls
Delaware,102.0,2013,1,14jantvt.xls
District of Columbia,0.0,2013,1,14jantvt.xls
Florida,1948.0,2013,1,14jantvt.xls
Georgia,1822.0,2013,1,14jantvt.xls
Maryland,620.0,2013,1,14jantvt.xls
North Carolina,1487.0,2013,1,14jantvt.xls
South Carolina,1210.0,2013,1,14jantvt.xls
Virginia,1498.0,2013,1,14jantvt.xls
West Virginia,458.0,2013,1,14jantvt.xls
North Central,,2013,1,14jantvt.xls
Illinois,1153.0,2013,1,14jantvt.xls
Indiana,1300.0,2013,1,14jantvt.xls
Iowa,936.0,2013,1,14jantvt.xls
Kansas,731.0,2013,1,14jantvt.xls
Michigan,1387.0,2013,1,14jantvt.xls
Minnesota,1145.0,2013,1,14jantvt.xls
Missouri,1102.0,2013,1,14jantvt.xls
Nebraska,559.0,2013,1,14jantvt.xls
North Dakota,340.0,2013,1,14jantvt.xls
Ohio,1493.0,2013,1,14jantvt.xls
South Dakota,306.0,2013,1,14jantvt.xls
Wisconsin,1273.0,2013,1,14jantvt.xls
Alabama,1236.0,2013,1,14jantvt.xls
Arkansas,862.0,2013,1,14jantvt.xls
Kentucky,1279.0,2013,1,14jantvt.xls
Louisiana,856.0,2013,1,14jantvt.xls
Mississippi,969.0,2013,1,14jantvt.xls
Oklahoma,941.0,2013,1,14jantvt.xls
Tennessee,1519.0,2013,1,14jantvt.xls
Texas,4008.0,2013,1,14jantvt.xls
Alaska,80.0,2013,1,14jantvt.xls
Arizona,980.0,2013,1,14jantvt.xls
California,2779.0,2013,1,14jantvt.xls
Colorado,810.0,2013,1,14jantvt.xls
Hawaii,87.0,2013,1,14jantvt.xls
Idaho,345.0,2013,1,14jantvt.xls
Montana,351.0,2013,1,14jantvt.xls
Nevada,262.0,2013,1,14jantvt.xls
New Mexico,693.0,2013,1,14jantvt.xls
Oregon,683.0,2013,1,14jantvt.xls
Utah,385.0,2013,1,14jantvt.xls
Washington,665.0,2013,1,14jantvt.xls
Wyoming,300.0,2013,1,14jantvt.xls
Connecticut,136.0,2011,2,12febtvt.xls
Maine,395.0,2011,2,12febtvt.xls
Massachusetts,184.0,2011,2,12febtvt.xls
New Hampshire,236.0,2011,2,12febtvt.xls
New Jersey,301.0,2011,2,12febtvt.xls
New York,912.0,2011,2,12febtvt.xls
Pennsylvania,1545.0,2011,2,12febtvt.xls
Rhode Island,45.0,2011,2,12febtvt.xls
Vermont,203.0,2011,2,12febtvt.xls
South Atlantic,,2011,2,12febtvt.xls
Delaware,109.0,2011,2,12febtvt.xls
District of Columbia,0.0,2011,2,12febtvt.xls
Florida,1829.0,2011,2,12febtvt.xls
Georgia,1766.0,2011,2,12febtvt.xls
Maryland,606.0,2011,2,12febtvt.xls
North Carolina,1360.0,2011,2,12febtvt.xls
South Carolina,1146.0,2011,2,12febtvt.xls
Virginia,1489.0,2011,2,12febtvt.xls
West Virginia,526.0,2011,2,12febtvt.xls
North Central,,2011,2,12febtvt.xls
Illinois,1373.0,2011,2,12febtvt.xls
Indiana,1074.0,2011,2,12febtvt.xls
Iowa,850.0,2011,2,12febtvt.xls
Kansas,634.0,2011,2,12febtvt.xls
Michigan,1346.0,2011,2,12febtvt.xls
Minnesota,1081.0,2011,2,12febtvt.xls
Missouri,997.0,2011,2,12febtvt.xls
Nebraska,518.0,2011,2,12febtvt.xls
North Dakota,279.0,2011,2,12febtvt.xls
Ohio,1343.0,2011,2,12febtvt.xls
South Dakota,301.0,2011,2,12febtvt.xls
Wisconsin,1181.0,2011,2,12febtvt.xls
Alabama,1215.0,2011,2,12febtvt.xls
Arkansas,806.0,2011,2,12febtvt.xls
Kentucky,1174.0,2011,2,12febtvt.xls
Louisiana,729.0,2011,2,12febtvt.xls
Mississippi,990.0,2011,2,12febtvt.xls
Oklahoma,849.0,2011,2,12febtvt.xls
Tennessee,1342.0,2011,2,12febtvt.xls
Texas,3470.0,2011,2,12febtvt.xls
Alaska,76.0,2011,2,12febtvt.xls
Arizona,932.0,2011,2,12febtvt.xls
California,2717.0,2011,2,12febtvt.xls
Colorado,709.0,2011,2,12febtvt.xls
Hawaii,93.0,2011,2,12febtvt.xls
Idaho,340.0,2011,2,12febtvt.xls
Montana,339.0,2011,2,12febtvt.xls
Nevada,248.0,2011,2,12febtvt.xls
New Mexico,627.0,2011,2,12febtvt.xls
Oregon,695.0,2011,2,12febtvt.xls
Utah,364.0,2011,2,12febtvt.xls
Washington,694.0,2011,2,12febtvt.xls
Wyoming,277.0,2011,2,12febtvt.xls
Connecticut,150.0,2009,12,10dectvt.xls
Maine,457.0,2009,12,10dectvt.xls
Massachusetts,240.0,2009,12,10dectvt.xls
New Hampshire,275.0,2009,12,10dectvt.xls
New Jersey,331.0,2009,12,10dectvt.xls
New York,1229.0,2009,12,10dectvt.xls
Pennsylvania,1821.0,2009,12,10dectvt.xls
Rhode Island,50.0,2009,12,10dectvt.xls
Vermont,218.0,2009,12,10dectvt.xls
South Atlantic,,2009,12,10dectvt.xls
Delaware,105.0,2009,12,10dectvt.xls
District of Columbia,0.0,2009,12,10dectvt.xls
Florida,2035.0,2009,12,10dectvt.xls
Georgia,1905.0,2009,12,10dectvt.xls
Maryland,677.0,2009,12,10dectvt.xls
North Carolina,1636.0,2009,12,10dectvt.xls
South Carolina,1243.0,2009,12,10dectvt.xls
Virginia,1608.0,2009,12,10dectvt.xls
West Virginia,592.0,2009,12,10dectvt.xls
North Central,,2009,12,10dectvt.xls
Illinois,1370.0,2009,12,10dectvt.xls
Indiana,1163.0,2009,12,10dectvt.xls
Iowa,930.0,2009,12,10dectvt.xls
Kansas,792.0,2009,12,10dectvt.xls
Michigan,1491.0,2009,12,10dectvt.xls
Minnesota,1261.0,2009,12,10dectvt.xls
Missouri,1373.0,2009,12,10dectvt.xls
Nebraska,573.0,2009,12,10dectvt.xls
North Dakota,302.0,2009,12,10dectvt.xls
Ohio,1620.0,2009,12,10dectvt.xls
South Dakota,342.0,2009,12,10dectvt.xls
Wisconsin,1345.0,2009,12,10dectvt.xls
Alabama,1213.0,2009,12,10dectvt.xls
Arkansas,1060.0,2009,12,10dectvt.xls
Kentucky,1356.0,2009,12,10dectvt.xls
Louisiana,800.0,2009,12,10dectvt.xls
Mississippi,1005.0,2009,12,10dectvt.xls
Oklahoma,868.0,2009,12,10dectvt.xls
Tennessee,1565.0,2009,12,10dectvt.xls
Texas,3895.0,2009,12,10dectvt.xls
Alaska,85.0,2009,12,10dectvt.xls
Arizona,1041.0,2009,12,10dectvt.xls
California,4101.0,2009,12,10dectvt.xls
Colorado,832.0,2009,12,10dectvt.xls
Hawaii,92.0,2009,12,10dectvt.xls
Idaho,387.0,2009,12,10dectvt.xls
Montana,430.0,2009,12,10dectvt.xls
Nevada,301.0,2009,12,10dectvt.xls
New Mexico,755.0,2009,12,10dectvt.xls
Oregon,784.0,2009,12,10dectvt.xls
Utah,415.0,2009,12,10dectvt.xls
Washington,744.0,2009,12,10dectvt.xls
Wyoming,331.0,2009,12,10dectvt.xls
Connecticut,143.0,2009,1,10jantvt.xls
Maine,432.0,2009,1,10jantvt.xls
Massachusetts,197.0,2009,1,10jantvt.xls
New Hampshire,256.0,2009,1,10jantvt.xls
New Jersey,281.0,2009,1,10jantvt.xls
New York,1009.0,2009,1,10jantvt.xls
Pennsylvania,1578.0,2009,1,10jantvt.xls
Rhode Island,27.0,2009,1,10jantvt.xls
Vermont,216.0,2009,1,10jantvt.xls
South Atlantic,,2009,1,10jantvt.xls
Delaware,102.0,2009,1,10jantvt.xls
District of Columbia,0.0,2009,1,10jantvt.xls
Florida,2069.0,2009,1,10jantvt.xls
Georgia,1893.0,2009,1,10jantvt.xls
Maryland,604.0,2009,1,10jantvt.xls
North Carolina,1549.0,2009,1,10jantvt.xls
South Carolina,1225.0,2009,1,10jantvt.xls
Virginia,1509.0,2009,1,10jantvt.xls
West Virginia,513.0,2009,1,10jantvt.xls
North Central,,2009,1,10jantvt.xls
Illinois,1164.0,2009,1,10jantvt.xls
Indiana,1221.0,2009,1,10jantvt.xls
Iowa,901.0,2009,1,10jantvt.xls
Kansas,741.0,2009,1,10jantvt.xls
Michigan,1382.0,2009,1,10jantvt.xls
Minnesota,1156.0,2009,1,10jantvt.xls
Missouri,1089.0,2009,1,10jantvt.xls
Nebraska,530.0,2009,1,10jantvt.xls
North Dakota,259.0,2009,1,10jantvt.xls
Ohio,1320.0,2009,1,10jantvt.xls
South Dakota,320.0,2009,1,10jantvt.xls
Wisconsin,1258.0,2009,1,10jantvt.xls
Alabama,1190.0,2009,1,10jantvt.xls
Arkansas,983.0,2009,1,10jantvt.xls
Kentucky,1193.0,2009,1,10jantvt.xls
Louisiana,871.0,2009,1,10jantvt.xls
Mississippi,1103.0,2009,1,10jantvt.xls
Oklahoma,850.0,2009,1,10jantvt.xls
Tennessee,1493.0,2009,1,10jantvt.xls
Texas,3946.0,2009,1,10jantvt.xls
Alaska,79.0,2009,1,10jantvt.xls
Arizona,963.0,2009,1,10jantvt.xls
California,2917.0,2009,1,10jantvt.xls
Colorado,839.0,2009,1,10jantvt.xls
Hawaii,97.0,2009,1,10jantvt.xls
Idaho,366.0,2009,1,10jantvt.xls
Montana,339.0,2009,1,10jantvt.xls
Nevada,267.0,2009,1,10jantvt.xls
New Mexico,766.0,2009,1,10jantvt.xls
Oregon,712.0,2009,1,10jantvt.xls
Utah,406.0,2009,1,10jantvt.xls
Washington,682.0,2009,1,10jantvt.xls
Wyoming,318.0,2009,1,10jantvt.xls
Connecticut,178.0,2013,5,14maytvt.xls
Maine,521.0,2013,5,14maytvt.xls
Massachusetts,232.0,2013,5,14maytvt.xls
New Hampshire,290.0,2013,5,14maytvt.xls
New Jersey,353.0,2013,5,14maytvt.xls
New York,1339.0,2013,5,14maytvt.xls
Pennsylvania,2124.0,2013,5,14maytvt.xls
Rhode Island,59.0,2013,5,14maytvt.xls
Vermont,250.0,2013,5,14maytvt.xls
South Atlantic,,2013,5,14maytvt.xls
Delaware,147.0,2013,5,14maytvt.xls
