YEAR,STATE,Postal code,VMT,VMT (B),YEAR_STATE,Total deaths,Deaths per BVMT,Deaths involving drivers under 16,Deaths involving drivers under 16 per BVMT,Deaths involving drivers between 25 & 44,Deaths involving drivers between 25 & 44 per BVMT,Multi-vehicle deaths,Multi-vehicle deaths per BVMT,Bicyclist deaths,Bicyclist deaths per BVMT
2011,20,KS,28797,28.797,2011-20,386,13.40417404590756,3,0.10417751849150952,180,6.250651109490572,194,6.736812862450949,2,0.06945167899433968
2011,21,KY,47620,47.62,2011-21,720,15.11969760604788,1,0.020999580008399833,367,7.706845863082739,319,6.698866022679547,2,0.041999160016799666
2011,22,LA,43830,43.83,2011-22,680,15.514487793748575,2,0.04563084645220169,357,8.145106091718002,286,6.525211042664842,18,0.41067761806981523
2011,23,ME,14247,14.247,2011-23,136,9.54586930581877,1,0.07019021548396154,48,3.369130343230154,52,3.649891205166,0,0
2011,24,MD,55970,55.97,2011-24,485,8.665356440950509,0,0,233,4.162944434518492,231,4.127211005896016,5,0.08933357155619082
2011,25,MA,53110,53.11,2011-25,374,7.041988326115609,0,0,152,2.8619845603464507,154,2.8996422519299565,5,0.09414422895876483
2011,26,MI,95739,95.739,2011-26,889,9.28566206039336,4,0.04178025673967766,359,3.7497780423860703,409,4.272031251632041,24,0.25068154043806595
2011,27,MN,56893,56.893,2011-27,368,6.468282565517726,4,0.07030741919041007,142,2.4959133812595575,179,3.1462570087708506,5,0.08788427398801259
2011,28,MS,39271,39.271,2011-28,630,16.042372233963995,3,0.07639224873316187,304,7.741081204960403,242,6.162308064475058,7,0.1782485803773777
2011,29,MO,68557,68.557,2011-29,786,11.464912408652653,7,0.10210481788876409,332,4.8426856484385254,303,4.419679974327932,1,0.014586402555537727
2011,30,MT,11249,11.249,2011-30,209,18.5794292826029,1,0.08889679082585118,96,8.534091919281714,82,7.289536847719797,1,0.08889679082585118
2011,31,NE,19323,19.323,2011-31,181,9.36707550587383,1,0.05175179837499353,80,4.140143869999482,93,4.812917248874398,2,0.10350359674998706
2011,32,NV,21040,21.04,2011-32,246,11.692015209125476,1,0.047528517110266164,115,5.465779467680608,107,5.085551330798479,4,0.19011406844106465
2011,33,NH,12760,12.76,2011-33,90,7.053291536050157,0,0,34,2.664576802507837,36,2.8213166144200628,4,0.31347962382445144
2011,34,NJ,71829,71.829,2011-34,627,8.72906486238149,2,0.027843907057038247,284,3.953834802099431,289,4.0234445697420265,17,0.2366732099848251
2011,35,NM,24815,24.815,2011-35,350,14.104372355430183,3,0.12089462018940157,147,5.923836389280677,120,4.835784807576062,4,0.1611928269192021
2011,36,NY,129542,129.542,2011-36,1171,9.039539299995369,1,0.007719504099056676,517,3.990983619212302,463,3.5741303978632413,57,0.4400117336462306
2011,37,NC,101284,101.284,2011-37,1230,12.144070139409974,5,0.04936613877808933,546,5.390782354567355,508,5.015599699853876,25,0.24683069389044665
2011,38,ND,8489,8.489,2011-38,148,17.43432677582754,3,0.35339851572623393,53,6.243373777830133,65,7.656967840735068,1,0.11779950524207797
2011,39,OH,110873,110.873,2011-39,1017,9.172657003959484,3,0.02705798526241736,457,4.121833088308245,485,4.374374284090806,16,0.14430925473289258
2011,40,OK,46624,46.624,2011-40,696,14.927934111187371,3,0.06434454358270418,329,7.056451612903225,320,6.863417982155113,1,0.02144818119423473
2011,41,OR,33159,33.159,2011-41,331,9.982206942308272,0,0,118,3.558611538345547,114,3.4379806387406133,15,0.45236587351850177
2011,42,PA,100327,100.327,2011-42,1286,12.818084862499626,1,0.009967406580481824,565,5.631584717972231,562,5.601682498230786,11,0.10964147238530007
2011,44,RI,8130,8.13,2011-44,66,8.118081180811807,0,0,33,4.059040590405903,21,2.5830258302583022,0,0
2011,45,SC,48405,48.405,2011-45,828,17.105670901766345,4,0.0826360913128809,401,8.28426815411631,317,6.548910236545812,15,0.30988534242330334
2011,46,SD,8624,8.624,2011-46,111,12.871057513914655,2,0.23191094619666047,44,5.1020408163265305,40,4.638218923933209,1,0.11595547309833024
2011,47,TN,69433,69.433,2011-47,937,13.495023979951895,5,0.07201186755577318,446,6.423458585974968,399,5.7465470309507,5,0.07201186755577318
2011,48,TX,232157,232.157,2011-48,3054,13.154890871263843,8,0.03445943908648027,1567,6.749742631064323,1398,6.021786980362426,45,0.1938343448614515
2011,49,UT,26431,26.431,2011-49,243,9.193749763535243,2,0.0756687223336234,121,4.577957701184215,100,3.7834361166811696,5,0.1891718058340585
2011,50,VT,7119,7.119,2011-50,55,7.725804185981177,0,0,22,3.090321674392471,19,2.668914173338952,0,0
2011,51,VA,81482,81.482,2011-51,764,9.376303968974742,0,0,353,4.332245158439901,299,3.6695221030411624,6,0.07363589504430426
2011,53,WA,56060,56.06,2011-53,454,8.098465929361398,1,0.01783803068141277,191,3.4070638601498393,177,3.1573314306100606,11,0.1962183374955405
2011,54,WV,19479,19.479,2011-54,338,17.352020124236358,0,0,152,7.803275322141794,138,7.084552595102418,0,0
2011,55,WI,58520,58.52,2011-55,582,9.945317840054681,9,0.15379357484620643,255,4.3574846206425155,261,4.460013670539986,12,0.20505809979494188
2011,56,WY,9607,9.607,2011-56,134,13.948162797959823,0,0,59,6.14135526178828,47,4.892266056000833,1,0.10409076714895389
2012,1,AL,64886,64.886,2012-1,865,13.331072958727615,3,0.046234935116974386,428,6.596184076688346,389,5.995129920167679,9,0.13870480535092317
2012,2,AK,4583,4.583,2012-2,59,12.873663539166484,0,0,32,6.982325987344534,29,6.327732926030984,1,0.21819768710451667
2012,4,AZ,59666,59.666,2012-4,821,13.759930278550598,1,0.016759963798478196,351,5.8827472932658464,328,5.497268125900848,18,0.3016793483726075
2012,5,AR,32842,32.842,2012-5,560,17.051336703002253,4,0.12179526216430181,262,7.977589671761769,241,7.338164545399184,6,0.18269289324645271
2012,6,CA,318777,318.777,2012-6,2966,9.304309909435123,1,0.0031369891805243166,1392,4.3666889392898485,1254,3.933784432377493,128,0.4015346151071125
2012,8,CO,47305,47.305,2012-8,474,10.020082443716309,3,0.06341824331466019,211,4.460416446464433,196,4.143325229891132,13,0.2748123876968608
2012,9,CT,31342,31.342,2012-9,264,8.423202093038096,0,0,110,3.5096675387658736,116,3.7011039499712846,4,0.12762427413694086
2012,10,DE,9125,9.125,2012-10,114,12.493150684931507,0,0,57,6.2465753424657535,42,4.602739726027397,4,0.4383561643835616
2012,11,DC,3482,3.482,2012-11,15,4.30786904078116,1,0.2871912693854107,9,2.584721424468696,8,2.2975301550832854,0,0
2012,12,FL,191488,191.488,2012-12,2431,12.6953125,12,0.06266711229946524,1109,5.791485628342246,1086,5.671373663101605,122,0.6371156417112299
2012,13,GA,107724,107.724,2012-13,1192,11.065315064423897,4,0.03713192974638892,599,5.560506479521741,513,4.762169989974379,17,0.1578107014221529
2012,15,HI,10113,10.113,2012-15,125,12.36032829031939,0,0,70,6.92178384257886,61,6.031840205675863,2,0.19776525264511027
2012,16,ID,16076,16.076,2012-16,184,11.445633242100024,2,0.12440905697934809,74,4.60313510823588,64,3.981089823339139,2,0.12440905697934809
2012,17,IL,104212,104.212,2012-17,956,9.173607645952481,3,0.028787471692319502,442,4.241354162668406,422,4.04943768471961,29,0.2782788930257552
2012,18,IN,76407,76.407,2012-18,781,10.22157655712173,3,0.039263418273194864,360,4.711610192783384,377,4.934102896331488,15,0.19631709136597433
2012,19,IA,31398,31.398,2012-19,365,11.624944263965858,4,0.127396649468119,164,5.223262628192878,166,5.286960952926938,3,0.09554748710108925
2012,20,KS,30253,30.253,2012-20,405,13.387102105576307,2,0.06610914620037682,168,5.553168280831653,178,5.883714011833537,7,0.2313820117013189
2012,21,KY,48603,48.603,2012-21,746,15.348846779005411,4,0.08229944653622204,384,7.900746867477316,312,6.419356829825319,6,0.12344916980433306
2012,22,LA,45645,45.645,2012-22,723,15.839631942162338,0,0,373,8.171760324241427,300,6.572461386789352,23,0.503888706320517
2012,23,ME,14192,14.192,2012-23,164,11.555806087936865,1,0.07046223224351747,62,4.368658399098083,65,4.580045095828636,1,0.07046223224351747
2012,24,MD,56280,56.28,2012-24,511,9.07960199004975,1,0.0177683013503909,250,4.442075337597726,244,4.33546552949538,5,0.08884150675195451
2012,25,MA,54947,54.947,2012-25,383,6.970353249494967,0,0,146,2.657105938449779,124,2.2567201121080314,16,0.2911896918849073
2012,26,MI,95402,95.402,2012-26,940,9.853042913146474,5,0.052409802729502526,415,4.3500136265487095,460,4.821701851114232,19,0.1991572503721096
2012,27,MN,57392,57.392,2012-27,395,6.882492333426261,0,0,179,3.1189015890716476,196,3.4151101198773346,7,0.12196821856704766
2012,28,MS,38282,38.282,2012-28,582,15.202967452066247,5,0.13060968601431483,258,6.739459798338645,194,5.067655817355416,4,0.10448774881145187
2012,29,MO,68857,68.857,2012-29,826,11.995875510115166,5,0.0726142585358061,364,5.286318021406683,346,5.024906690677781,6,0.08713711024296732
2012,30,MT,11851,11.851,2012-30,205,17.298118302252973,4,0.33752425955615556,93,7.847439034680617,58,4.894101763564255,1,0.08438106488903889
2012,31,NE,19296,19.296,2012-31,212,10.986733001658376,6,0.3109452736318408,94,4.871475953565506,99,5.130597014925374,0,0
2012,32,NV,23936,23.936,2012-32,261,10.904077540106952,0,0,106,4.428475935828877,111,4.637366310160428,3,0.12533422459893048
2012,33,NH,12776,12.776,2012-33,108,8.453350031308704,0,0,43,3.3656856606136505,38,2.974326862867877,0,0
2012,34,NJ,73864,73.864,2012-34,589,7.974114588974331,0,0,280,3.790750568612585,251,3.3981371168634245,14,0.18953752843062927
2012,35,NM,25398,25.398,2012-35,366,14.41058351051264,3,0.11811953697141507,156,6.142215922513584,133,5.236632805732735,7,0.2756122529333018
2012,36,NY,127619,127.619,2012-36,1180,9.246272106817951,1,0.007835823819337246,494,3.8708969667525994,488,3.823882023836576,45,0.35261207187017607
2012,37,NC,103964,103.964,2012-37,1299,12.49470970720634,8,0.07694971336231772,600,5.771228502173829,502,4.828594513485437,27,0.25970528259782233
2012,38,ND,9628,9.628,2012-38,170,17.656834233485668,4,0.4154549231408392,89,9.243872039883673,83,8.620689655172413,0,0
2012,39,OH,112791,112.791,2012-39,1121,9.93873624668635,3,0.026597866851078546,484,4.291122518640671,543,4.814213900045217,18,0.15958720110647126
