auto_braking,make,model,model joinable,warning,year,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR
Not available,Hyundai,Santa Fe Sport 4dr,Hyundai Santa,Not available,2016,,,,,
Not available,Hyundai,Santa Fe Sport 4dr 4WD,Hyundai Santa,Not available,2016,,,,,
Optional,Hyundai,Sonata 4dr,Hyundai Sonata,Optional,2016,55,33,55033,4,2006
Not available,Hyundai,Sonata hybrid 4dr,Hyundai Sonata,Optional,2016,55,33,55033,4,2006
Not available,Hyundai,Sonata plug-in hybrid 4dr,Hyundai Sonata,Optional,2016,55,33,55033,4,2006
Optional,Hyundai,Tucson 4dr,Hyundai Tucson,Optional,2016,,,,,
Optional,Hyundai,Tucson 4dr 4WD,Hyundai Tucson,Optional,2016,,,,,
Optional,Infiniti,Q50 4dr,Infiniti Q50,Optional,2016,58,41,58041,4,2015
Optional,Infiniti,Q50 4dr 4WD,Infiniti Q50,Optional,2016,58,41,58041,4,2015
Standard,Infiniti,Q50 hybrid 4dr,Infiniti Q50,Standard,2016,58,41,58041,4,2015
Standard,Infiniti,Q50 hybrid 4dr 4WD,Infiniti Q50,Standard,2016,58,41,58041,4,2015
Optional,Infiniti,Q70 4dr,Infiniti Q70,Optional,2016,,,,,
Optional,Infiniti,Q70 4dr 4WD,Infiniti Q70,Optional,2016,,,,,
Optional,Infiniti,Q70 hybrid 4dr,Infiniti Q70,Optional,2016,,,,,
Optional,Infiniti,Q70L 4dr,Infiniti Q70L,Optional,2016,,,,,
Optional,Infiniti,Q70L 4dr 4WD,Infiniti Q70L,Optional,2016,,,,,
Optional,Infiniti,QX50 4dr,Infiniti QX50,Optional,2016,,,,,
Optional,Infiniti,QX50 4dr 4WD,Infiniti QX50,Optional,2016,,,,,
Optional,Infiniti,QX60 4dr,Infiniti QX60,Optional,2016,58,403,58403,14,2015
Optional,Infiniti,QX60 4dr 4WD,Infiniti QX60,Optional,2016,58,403,58403,14,2015
Optional,Infiniti,QX60 hybrid 4dr,Infiniti QX60,Optional,2016,58,403,58403,14,2015
Optional,Infiniti,QX60 hybrid 4dr 4WD,Infiniti QX60,Optional,2016,58,403,58403,14,2015
Optional,Infiniti,QX70 4dr,Infiniti QX70,Optional,2016,,,,,
Optional,Infiniti,QX70 4dr 4WD,Infiniti QX70,Optional,2016,,,,,
Optional,Infiniti,QX80 4dr,Infiniti QX80,Optional,2016,58,422,58422,15,2015
Optional,Infiniti,QX80 4dr 4WD,Infiniti QX80,Optional,2016,58,422,58422,15,2015
Not available,Jaguar,F-Type 2dr,Jaguar F-Type,Not available,2016,,,,,
Not available,Jaguar,F-Type 2dr 4WD,Jaguar F-Type,Not available,2016,,,,,
Not available,Jaguar,F-Type convertible,Jaguar F-Type,Not available,2016,,,,,
Not available,Jaguar,F-Type convertible 4WD,Jaguar F-Type,Not available,2016,,,,,
Optional,Jaguar,XF 4dr,Jaguar XF,Optional,2016,39,37,39037,4,2009
Optional,Jaguar,XF 4dr 4WD,Jaguar XF,Optional,2016,39,37,39037,4,2009
Not available,Jaguar,XJ 4dr,Jaguar XJ,Optional,2016,,,,,
Not available,Jaguar,XJ 4dr 4WD,Jaguar XJ,Optional,2016,,,,,
Not available,Jaguar,XJ 4dr LWB,Jaguar XJ,Optional,2016,,,,,
Not available,Jaguar,XJ 4dr LWB 4WD,Jaguar XJ,Optional,2016,,,,,
Optional,Jeep,Cherokee 4dr,Jeep Cherokee,Optional,2016,2,404,2404,14,1999
Optional,Jeep,Cherokee 4dr 4WD,Jeep Cherokee,Optional,2016,2,404,2404,14,1999
Optional,Jeep,Grand Cherokee 4dr,Jeep Grand,Optional,2016,,,,,
Optional,Jeep,Grand Cherokee 4dr 4WD,Jeep Grand,Optional,2016,,,,,
Optional,Jeep,Renegade 4dr,Jeep Renegade,Optional,2016,,,,,
Optional,Jeep,Renegade 4dr 4WD,Jeep Renegade,Optional,2016,,,,,
Not available,Kia,Cadenza 4dr,Kia Cadenza,Not available,2016,,,,,
Optional,Kia,K900 4dr,Kia K900,Optional,2016,,,,,
Optional,Kia,Optima 4dr,Kia Optima,Optional,2016,63,34,63034,4,2015
Not available,Kia,Optima hybrid 4dr,Kia Optima,Not available,2016,63,34,63034,4,2015
Not available,Kia,Sedona,Kia Sedona,Optional,2016,,,,,
Not available,Kia,Sorento 4dr,Kia Sorento,Optional,2016,63,402,63402,14,2003
Not available,Kia,Sorento 4dr 4WD,Kia Sorento,Optional,2016,63,402,63402,14,2003
Not available,Kia,Soul station wagon,Kia Soul,Optional,2016,63,37,63037,6,2012
Optional,Land Rover,Discovery Sport 4dr 4WD,Land Rover Discovery,Optional,2016,,,,,
Not available,Land Rover,LR4 4dr 4WD,Land Rover LR4,Optional,2016,62,423,62423,15,2012
Optional,Land Rover,Range Rover 4dr 4WD,Land Rover Range,Optional,2016,,,,,
Optional,Land Rover,Range Rover 4dr LWB 4WD,Land Rover Range,Optional,2016,,,,,
Optional,Land Rover,Range Rover Evoque 2dr 4WD,Land Rover Range,Optional,2016,,,,,
Optional,Land Rover,Range Rover Evoque 4dr 4WD,Land Rover Range,Optional,2016,,,,,
Optional,Land Rover,Range Rover Sport 4dr 4WD,Land Rover Range,Optional,2016,,,,,
Optional,Lexus,CT 200H hybrid 4dr,Lexus CT,Optional,2016,59,38,59038,5,2012
Optional,Lexus,ES 300h hybrid 4dr,Lexus ES,Optional,2016,59,31,59031,4,1999
Optional,Lexus,ES 350 4dr,Lexus ES,Optional,2016,59,31,59031,4,1999
Optional,Lexus,GS 200T 4dr,Lexus GS,Optional,2016,59,34,59034,4,1998
Optional,Lexus,GS 350 4dr,Lexus GS,Optional,2016,59,34,59034,4,1998
Optional,Lexus,GS 350 4dr 4WD,Lexus GS,Optional,2016,59,34,59034,4,1998
Optional,Lexus,GS 450h hybrid 4dr,Lexus GS,Optional,2016,59,34,59034,4,1998
Standard,Lexus,GS F 4dr,Lexus GS,Standard,2016,59,34,59034,4,1998
Optional,Lexus,GX 460 4dr 4WD,Lexus GX,Optional,2016,59,402,59402,14,2004
Optional,Lexus,IS 200T 4dr,Lexus IS,Optional,2016,59,35,59035,4,2007
Optional,Lexus,IS 300 4dr 4WD,Lexus IS,Optional,2016,59,35,59035,4,2007
Optional,Lexus,IS 350 4dr,Lexus IS,Optional,2016,59,35,59035,4,2007
Optional,Lexus,IS 350 4dr 4WD,Lexus IS,Optional,2016,59,35,59035,4,2007
Optional,Lexus,LS 460 4dr,Lexus LS,Optional,2016,59,32,59032,4,1992
Optional,Lexus,LS 460 4dr 4WD,Lexus LS,Optional,2016,59,32,59032,4,1992
Optional,Lexus,LS 460 L 4dr,Lexus LS,Optional,2016,59,32,59032,4,1992
Optional,Lexus,LS 460 L 4dr 4WD,Lexus LS,Optional,2016,59,32,59032,4,1992
Optional,Lexus,LS 600h hybrid 4dr LWB 4WD,Lexus LS,Optional,2016,59,32,59032,4,1992
Standard,Lexus,LX 570 4dr 4WD,Lexus LX,Standard,2016,,,,,
Optional,Lexus,NX 200T 4dr,Lexus NX,Optional,2016,59,405,59405,14,2015
Optional,Lexus,NX 200T 4dr 4WD,Lexus NX,Optional,2016,59,405,59405,14,2015
Optional,Lexus,NX 300h hybrid 4dr,Lexus NX,Optional,2016,59,405,59405,14,2015
Optional,Lexus,NX 300h hybrid 4dr 4WD,Lexus NX,Optional,2016,59,405,59405,14,2015
Optional,Lexus,RC 200T 2dr,Lexus RC,Optional,2016,59,40,59040,2,2015
Optional,Lexus,RC 300 2dr 4WD,Lexus RC,Optional,2016,59,40,59040,2,2015
Optional,Lexus,RC 350 2dr,Lexus RC,Optional,2016,59,40,59040,2,2015
Optional,Lexus,RC 350 2dr 4WD,Lexus RC,Optional,2016,59,40,59040,2,2015
Optional,Lexus,RC-F 2dr,Lexus RC-F,Optional,2016,,,,,
Optional,Lexus,RX 350 4dr,Lexus RX,Optional,2016,59,403,59403,14,2008
Optional,Lexus,RX 350 4dr 4WD,Lexus RX,Optional,2016,59,403,59403,14,2008
Optional,Lexus,RX 450h hybrid 4dr,Lexus RX,Optional,2016,59,403,59403,14,2008
Optional,Lexus,RX 450h hybrid 4dr 4WD,Lexus RX,Optional,2016,59,403,59403,14,2008
Not available,Lincoln,MKC 4dr,Lincoln MKC,Optional,2016,13,402,13402,14,2015
Not available,Lincoln,MKC 4dr 4WD,Lincoln MKC,Optional,2016,13,402,13402,14,2015
Not available,Lincoln,MKS 4dr,Lincoln MKS,Optional,2016,13,15,13015,4,2009
Not available,Lincoln,MKS 4dr 4WD,Lincoln MKS,Optional,2016,13,15,13015,4,2009
Not available,Lincoln,MKS Ecoboost 4dr 4WD,Lincoln MKS,Optional,2016,13,15,13015,4,2009
Not available,Lincoln,MKT 4dr,Lincoln MKT,Not available,2016,13,16,13016,9,2013
Not available,Lincoln,MKT 4dr 4WD,Lincoln MKT,Optional,2016,13,16,13016,9,2013
Optional,Lincoln,MKX 4dr,Lincoln MKX,Optional,2016,13,14,13014,6,2011
Optional,Lincoln,MKX 4dr 4WD,Lincoln MKX,Optional,2016,13,14,13014,6,2011
Not available,Lincoln,MKZ 4dr,Lincoln MKZ,Optional,2016,13,13,13013,4,2008
Not available,Lincoln,MKZ 4dr 4WD,Lincoln MKZ,Optional,2016,13,13,13013,4,2008
Not available,Lincoln,MKZ hybrid 4dr,Lincoln MKZ,Optional,2016,13,13,13013,4,2008
Not available,Lincoln,Navigator 4dr,Lincoln Navigator,Not available,2016,13,421,13421,15,2001
Not available,Lincoln,Navigator 4dr 4WD,Lincoln Navigator,Not available,2016,13,421,13421,15,2001
Not available,Lincoln,Navigator L 4dr,Lincoln Navigator,Not available,2016,13,421,13421,15,2001
Not available,Lincoln,Navigator L 4dr 4WD,Lincoln Navigator,Not available,2016,13,421,13421,15,2001
Not available,Maserati,Ghibli 4dr,Maserati Ghibli,Not available,2016,69,40,69040,2,2015
Not available,Maserati,Ghibli 4dr 4WD,Maserati Ghibli,Not available,2016,69,40,69040,2,2015
Not available,Maserati,Granturismo 2dr,Maserati Granturismo,Not available,2016,69,40,69040,2,2008
Not available,Maserati,Granturismo convertible,Maserati Granturismo,Not available,2016,69,40,69040,2,2008
Not available,Maserati,Quattroporte 4dr,Maserati Quattroporte,Not available,2016,,,,,
Not available,Maserati,Quattroporte 4dr 4WD,Maserati Quattroporte,Not available,2016,,,,,
Optional,Mazda,3 4dr,Mazda 3,Optional,2016,41,51,41051,4,2006
Optional,Mazda,3 4dr hatchback,Mazda 3,Optional,2016,41,51,41051,4,2006
Optional,Mazda,6 4dr,Mazda 6,Optional,2016,41,50,41050,4,2015
Optional,Mazda,CX-3 4dr,Mazda CX-3,Optional,2016,,,,,
Optional,Mazda,CX-3 4dr 2WD/4WD,Mazda CX-3,Optional,2016,,,,,
Optional,Mazda,CX-3 4dr 4WD,Mazda CX-3,Optional,2016,,,,,
Optional,Mazda,CX-5 4dr,Mazda CX-5,Optional,2016,41,403,41403,14,2015
Optional,Mazda,CX-5 4dr 4WD,Mazda CX-5,Optional,2016,41,403,41403,14,2015
Optional,Mazda,CX-9 4dr,Mazda CX-9,Not available,2016,41,54,41054,6,2009
Optional,Mazda,CX-9 4dr 4WD,Mazda CX-9,Not available,2016,41,54,41054,6,2009
Not available,Mazda,MX-5 Miata convertible,Mazda MX-5,Not available,2016,,,,,
Standard,Mercedes-Benz,AMG GT 2dr,Mercedes-Benz AMG,Standard,2016,,,,,
Standard,Mercedes-Benz,B class electric station wagon,Mercedes-Benz B,Standard,2016,,,,,
Standard,Mercedes-Benz,C class 4dr,Mercedes-Benz C,Standard,2016,42,42,42042,4,2004
Standard,Mercedes-Benz,C class 4dr 4WD,Mercedes-Benz C,Standard,2016,42,42,42042,4,2004
Standard,Mercedes-Benz,C class AMG 4dr,Mercedes-Benz C,Standard,2016,42,42,42042,4,2004
Standard,Mercedes-Benz,C class AMG 4dr 4WD,Mercedes-Benz C,Standard,2016,42,42,42042,4,2004
Standard,Mercedes-Benz,C class plug-in hybrid 4dr,Mercedes-Benz C,Standard,2016,42,42,42042,4,2004
Standard,Mercedes-Benz,CLA class 4dr,Mercedes-Benz CLA,Standard,2016,42,54,42054,4,2015
Standard,Mercedes-Benz,CLA class 4dr 4WD,Mercedes-Benz CLA,Standard,2016,42,54,42054,4,2015
Standard,Mercedes-Benz,CLA class AMG 4dr 4WD,Mercedes-Benz CLA,Standard,2016,42,54,42054,4,2015
Optional,Mercedes-Benz,CLS class 4dr,Mercedes-Benz CLS,Standard,2016,42,51,42051,4,2007
Optional,Mercedes-Benz,CLS class 4dr 4WD,Mercedes-Benz CLS,Standard,2016,42,51,42051,4,2007
Optional,Mercedes-Benz,E class 2dr,Mercedes-Benz E,Standard,2016,42,48,42048,4,2010
Optional,Mercedes-Benz,E class 2dr 4WD,Mercedes-Benz E,Standard,2016,42,48,42048,4,2010
Optional,Mercedes-Benz,E class 4dr,Mercedes-Benz E,Standard,2016,42,48,42048,4,2010
Optional,Mercedes-Benz,E class 4dr 4WD,Mercedes-Benz E,Standard,2016,42,48,42048,4,2010
Optional,Mercedes-Benz,E class convertible,Mercedes-Benz E,Standard,2016,42,48,42048,4,2010
Optional,Mercedes-Benz,E class station wagon 4WD,Mercedes-Benz E,Standard,2016,42,48,42048,4,2010
Standard,Mercedes-Benz,G class 4dr 4WD,Mercedes-Benz G,Standard,2016,42,402,42402,14,2002
Optional,Mercedes-Benz,GL class 4dr 4WD,Mercedes-Benz GL,Standard,2016,42,421,42421,15,2012
Standard,Mercedes-Benz,GLA class 4dr,Mercedes-Benz GLA,Standard,2016,,,,,
Standard,Mercedes-Benz,GLA class 4dr 4WD,Mercedes-Benz GLA,Standard,2016,,,,,
Standard,Mercedes-Benz,GLA class AMG 4dr 4WD,Mercedes-Benz GLA,Standard,2016,,,,,
Standard,Mercedes-Benz,GLC class 4dr,Mercedes-Benz GLC,Standard,2016,,,,,
Standard,Mercedes-Benz,GLC class 4dr 4WD,Mercedes-Benz GLC,Standard,2016,,,,,
Standard,Mercedes-Benz,GLE class 4dr,Mercedes-Benz GLE,Standard,2016,,,,,
Standard,Mercedes-Benz,GLE class 4dr 4WD,Mercedes-Benz GLE,Standard,2016,,,,,
Standard,Mercedes-Benz,GLE class AMG 4dr 4WD,Mercedes-Benz GLE,Standard,2016,,,,,
Optional,Mercedes-Benz,GLE class coupe 4dr 4WD,Mercedes-Benz GLE,Standard,2016,,,,,
Standard,Mercedes-Benz,GLE class plug-in hybrid 4dr 4WD,Mercedes-Benz GLE,Standard,2016,,,,,
Not available,Mercedes-Benz,Metris,Mercedes-Benz Metris,Optional,2016,,,,,
Not available,Mercedes-Benz,Metris cargo,Mercedes-Benz Metris,Optional,2016,,,,,
Standard,Mercedes-Benz,S class 2dr,Mercedes-Benz S,Standard,2016,42,42,42042,4,2000
Standard,Mercedes-Benz,S class 2dr 4WD,Mercedes-Benz S,Standard,2016,42,42,42042,4,2000
Standard,Mercedes-Benz,S class 4dr LWB,Mercedes-Benz S,Standard,2016,42,42,42042,4,2000
Standard,Mercedes-Benz,S class 4dr LWB 4WD,Mercedes-Benz S,Standard,2016,42,42,42042,4,2000
Standard,Mercedes-Benz,S class 4dr Maybach 600,Mercedes-Benz S,Standard,2016,42,42,42042,4,2000
Standard,Mercedes-Benz,S Class hybrid 4dr,Mercedes-Benz S,Standard,2016,42,42,42042,4,2000
Optional,Mercedes-Benz,SL class convertible,Mercedes-Benz SL,Optional,2016,42,44,42044,1,2013
Optional,Mercedes-Benz,SLK class convertible,Mercedes-Benz SLK,Optional,2016,42,45,42045,1,2000
Not available,Mercedes-Benz,Sprinter 2500 van,Mercedes-Benz Sprinter,Optional,2016,42,461,42461,21,2014
Not available,Mercedes-Benz,Sprinter 2500 van 4WD,Mercedes-Benz Sprinter,Optional,2016,42,461,42461,21,2014
Not available,Mercedes-Benz,Sprinter 2500 van cargo,Mercedes-Benz Sprinter,Optional,2016,42,461,42461,21,2014
Not available,Mercedes-Benz,Sprinter 2500 van cargo 4WD,Mercedes-Benz Sprinter,Optional,2016,42,461,42461,21,2014
Not available,Mercedes-Benz,Sprinter 3500 van cargo,Mercedes-Benz Sprinter,Optional,2016,42,461,42461,21,2014
Not available,Mercedes-Benz,Sprinter 3500 van cargo 4WD,Mercedes-Benz Sprinter,Optional,2016,42,461,42461,21,2014
Optional,Mini,Clubman station wagon,Mini Clubman,Optional,2016,,,,,
Optional,Mini,Cooper 2dr,Mini Cooper,Optional,2016,69,54,69054,3,2006
Optional,Mini,Cooper 4dr,Mini Cooper,Optional,2016,69,54,69054,3,2006
Optional,Mini,Cooper convertible,Mini Cooper,Optional,2016,69,54,69054,3,2006
Not available,Mini,Countryman station wagon,Mini Countryman,Not available,2016,,,,,
Not available,Mini,Countryman station wagon 4WD,Mini Countryman,Not available,2016,,,,,
Not available,Mini,Paceman 2dr,Mini Paceman,Not available,2016,,,,,
Not available,Mini,Paceman 2dr 4WD,Mini Paceman,Not available,2016,,,,,
Optional,Mitsubishi,Outlander 4dr,Mitsubishi Outlander,Optional,2016,52,47,52047,6,2003
Optional,Mitsubishi,Outlander 4dr 4WD,Mitsubishi Outlander,Optional,2016,52,47,52047,6,2003
Optional,Nissan,Altima 4dr,Nissan Altima,Optional,2016,35,47,35047,4,2012
Optional,Nissan,Maxima 4dr,Nissan Maxima,Optional,2016,35,39,35039,4,2007
Optional,Nissan,Murano 4dr,Nissan Murano,Optional,2016,35,49,35049,6,2014
Optional,Nissan,Murano 4dr 4WD,Nissan Murano,Optional,2016,35,49,35049,6,2014
Not available,Nissan,Pathfinder 4dr,Nissan Pathfinder,Not available,2016,35,401,35401,14,2005
Not available,Nissan,Pathfinder 4dr 4WD,Nissan Pathfinder,Not available,2016,35,401,35401,14,2005
Not available,Nissan,Quest,Nissan Quest,Not available,2016,35,443,35443,20,2007
Optional,Nissan,Rogue 4dr,Nissan Rogue,Optional,2016,35,51,35051,6,2014
Optional,Nissan,Rogue 4dr 4WD,Nissan Rogue,Optional,2016,35,51,35051,6,2014
Optional,Nissan,Sentra 4dr,Nissan Sentra,Optional,2016,35,43,35043,4,2014
Not available,Nissan,Titan crew cab pickup,Nissan Titan,Not available,2016,35,481,35481,31,2012
Not available,Nissan,Titan crew cab pickup 4WD,Nissan Titan,Not available,2016,35,481,35481,31,2012
Optional,Porsche,911 Carrera 2dr,Porsche 911,Optional,2016,45,31,45031,2,1998
Optional,Porsche,911 Carrera convertible,Porsche 911,Optional,2016,45,31,45031,2,1998
Optional,Porsche,911 Targa 2dr 4WD,Porsche 911,Optional,2016,45,31,45031,2,1998
Optional,Porsche,911 Turbo 2dr 4WD,Porsche 911,Optional,2016,45,31,45031,2,1998
Optional,Porsche,911 Turbo convertible 4WD,Porsche 911,Optional,2016,45,31,45031,2,1998
Optional,Porsche,Boxster convertible,Porsche Boxster,Optional,2016,45,40,45040,1,2006
Optional,Porsche,Cayenne 4dr 4WD,Porsche Cayenne,Optional,2016,45,421,45421,15,2011
Optional,Porsche,Cayenne hybrid 4dr 4WD,Porsche Cayenne,Optional,2016,45,421,45421,15,2011
Optional,Porsche,Cayman 2dr,Porsche Cayman,Optional,2016,45,41,45041,2,2007
Optional,Porsche,Macan 4dr 4WD,Porsche Macan,Optional,2016,,,,,
Optional,Porsche,Panamera 4dr,Porsche Panamera,Optional,2016,45,42,45042,5,2015
Optional,Porsche,Panamera GTS 4dr 4WD,Porsche Panamera,Optional,2016,45,42,45042,5,2015
Optional,Porsche,Panamera hybrid 4dr,Porsche Panamera,Optional,2016,45,42,45042,5,2015
Optional,Porsche,Panamera turbo 4dr 4WD,Porsche Panamera,Optional,2016,45,42,45042,5,2015
Not available,Rolls Royce,Dawn convertible,Rolls Royce Dawn,Not available,2016,,,,,
Not available,Rolls Royce,Ghost 4dr,Rolls Royce Ghost,Optional,2016,,,,,
Not available,Rolls Royce,Ghost EWB 4dr,Rolls Royce Ghost,Optional,2016,,,,,
Not available,Rolls Royce,Phantom 4dr,Rolls Royce Phantom,Not available,2016,,,,,
Not available,Rolls Royce,Phantom 4dr LWB,Rolls Royce Phantom,Not available,2016,,,,,
Not available,Rolls Royce,Phantom convertible,Rolls Royce Phantom,Not available,2016,,,,,
Not available,Rolls Royce,Wraith 2dr,Rolls Royce Wraith,Optional,2016,,,,,
Standard,Scion,iA 4dr,Scion iA,Standard,2016,,,,,
Not available,Smart,ForTwo 2dr,Smart ForTwo,Optional,2016,65,398,65398,2,2009
Optional,Subaru,Forester 4dr 4WD,Subaru Forester,Optional,2016,48,401,48401,14,2004
Optional,Subaru,Impreza 4dr 4WD,Subaru Impreza,Optional,2016,48,38,48038,2,1996
Optional,Subaru,Impreza station wagon 4WD,Subaru Impreza,Optional,2016,48,38,48038,2,1996
Optional,Subaru,Legacy 4dr 4WD,Subaru Legacy,Optional,2016,48,34,48034,4,2003
Optional,Subaru,Outback station wagon 4WD,Subaru Outback,Optional,2016,48,45,48045,5,2010
Optional,Subaru,WRX 4dr 4WD,Subaru WRX,Optional,2016,48,47,48047,4,2015
Not available,Subaru,XV Crosstrek hybrid station wagon 4WD,Subaru XV,Not available,2016,,,,,
Optional,Subaru,XV Crosstrek station wagon 4WD,Subaru XV,Optional,2016,,,,,
Optional,Tesla,Model S 4dr electric,Tesla Model,Optional,2016,,,,,
Optional,Tesla,Model S 4dr electric 4WD,Tesla Model,Optional,2016,,,,,
Standard,Tesla,Model X 4dr electric 4WD,Tesla Model,Standard,2016,,,,,
Optional,Toyota,Avalon 4dr,Toyota Avalon,Optional,2016,49,43,49043,4,2012
Optional,Toyota,Avalon hybrid 4dr,Toyota Avalon,Optional,2016,49,43,49043,4,2012
Optional,Toyota,Camry 4dr,Toyota Camry,Optional,2016,49,40,49040,4,2006
Optional,Toyota,Camry hybrid 4dr,Toyota Camry,Optional,2016,49,40,49040,4,2006
Optional,Toyota,Highlander 4dr,Toyota Highlander,Optional,2016,49,403,49403,14,2004
Optional,Toyota,Highlander 4dr 4WD,Toyota Highlander,Optional,2016,49,403,49403,14,2004
Optional,Toyota,Highlander hybrid 4dr 4WD,Toyota Highlander,Optional,2016,49,403,49403,14,2004
Not available,Toyota,Land Cruiser 4dr 4WD,Toyota Land,Standard,2016,,,,,
Standard,Toyota,Mirai fuel cell 4dr,Toyota Mirai,Standard,2016,,,,,
Optional,Toyota,Prius c hybrid 4dr,Toyota Prius,Optional,2016,49,46,49046,5,2010
Optional,Toyota,Prius hybrid 4dr,Toyota Prius,Optional,2016,49,46,49046,5,2010
Optional,Toyota,Prius plug-in hybrid 4dr,Toyota Prius,Optional,2016,49,46,49046,5,2010
Optional,Toyota,Prius v hybrid station wagon,Toyota Prius,Optional,2016,49,46,49046,5,2010
Optional,Toyota,RAV4 4dr,Toyota RAV4,Optional,2016,49,402,49402,14,2013
Optional,Toyota,RAV4 4dr 4WD,Toyota RAV4,Optional,2016,49,402,49402,14,2013
Optional,Toyota,RAV4 hybrid 4dr 4WD,Toyota RAV4,Optional,2016,49,402,49402,14,2013
Not available,Toyota,Sequoia 4dr,Toyota Sequoia,Not available,2016,49,422,49422,15,2012
Not available,Toyota,Sequoia 4dr 4WD,Toyota Sequoia,Not available,2016,49,422,49422,15,2012
Optional,Toyota,Sienna,Toyota Sienna,Optional,2016,49,442,49442,20,2004
Not available,Toyota,Sienna 4WD,Toyota Sienna,Not available,2016,49,442,49442,20,2004
Not available,Toyota,Tacoma double cab pickup,Toyota Tacoma,Not available,2016,49,472,49472,30,1999
Not available,Toyota,Tacoma double cab pickup 4WD,Toyota Tacoma,Not available,2016,49,472,49472,30,1999
Not available,Toyota,Tacoma double cab pickup LWB,Toyota Tacoma,Not available,2016,49,472,49472,30,1999
Not available,Toyota,Tacoma double cab pickup LWB 4WD,Toyota Tacoma,Not available,2016,49,472,49472,30,1999
Not available,Toyota,Tacoma xtracab pickup,Toyota Tacoma,Not available,2016,49,472,49472,30,1999
Not available,Toyota,Tacoma xtracab pickup 4WD,Toyota Tacoma,Not available,2016,49,472,49472,30,1999
Not available,Toyota,Tundra CrewMax pickup,Toyota Tundra,Not available,2016,49,482,49482,31,2007
Not available,Toyota,Tundra CrewMax pickup 4WD,Toyota Tundra,Not available,2016,49,482,49482,31,2007
Not available,Toyota,Tundra double cab pickup,Toyota Tundra,Not available,2016,49,482,49482,31,2007
Not available,Toyota,Tundra double cab pickup 4WD,Toyota Tundra,Not available,2016,49,482,49482,31,2007
Not available,Toyota,Tundra double cab pickup LWB,Toyota Tundra,Not available,2016,49,482,49482,31,2007
Not available,Toyota,Tundra double cab pickup LWB 4WD,Toyota Tundra,Not available,2016,49,482,49482,31,2007
Not available,Volkswagen,CC 4dr,Volkswagen CC,Not available,2016,30,46,30046,4,2010
Optional,Volkswagen,CC 4dr 4WD,Volkswagen CC,Optional,2016,30,46,30046,4,2010
Not available,Volkswagen,Eos convertible,Volkswagen Eos,Not available,2016,30,51,30051,1,2009
Not available,Volkswagen,Golf 4dr,Volkswagen Golf,Optional,2016,30,42,30042,5,2011
Not available,Volkswagen,Golf electric 4dr,Volkswagen Golf,Optional,2016,30,42,30042,5,2011
Not available,Volkswagen,Golf R 4dr 4WD,Volkswagen Golf,Optional,2016,30,42,30042,5,2011
Optional,Volkswagen,Golf station wagon,Volkswagen Golf,Optional,2016,30,42,30042,5,2011
Not available,Volkswagen,GTI 2dr,Volkswagen GTI,Optional,2016,30,42,30042,3,2015
Not available,Volkswagen,GTI 4dr,Volkswagen GTI,Optional,2016,30,42,30042,3,2015
Optional,Volkswagen,Jetta 4dr,Volkswagen Jetta,Optional,2016,30,40,30040,4,2006
Optional,Volkswagen,Jetta hybrid 4dr,Volkswagen Jetta,Standard,2016,30,40,30040,4,2006
Not available,Volkswagen,New Beetle 2dr,Volkswagen New,Not available,2016,,,,,
Not available,Volkswagen,New Beetle convertible,Volkswagen New,Not available,2016,,,,,
Optional,Volkswagen,Passat 4dr,Volkswagen Passat,Optional,2016,30,52,30052,4,2015
Not available,Volkswagen,Tiguan 4dr,Volkswagen Tiguan,Not available,2016,30,402,30402,14,2009
Not available,Volkswagen,Tiguan 4dr 4WD,Volkswagen Tiguan,Not available,2016,30,402,30402,14,2009
Optional,Volkswagen,Touareg 4dr 4WD,Volkswagen Touareg,Optional,2016,30,421,30421,15,2010
Standard,Volvo,S60 4dr,Volvo S60,Optional,2016,51,47,51047,4,2002
